vVirusNameCorrected,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vICTVnumber,ReverseZoonoses,IsHoSa,IsHoSa.stringent,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vWOKcites,vPubMedCites,vCytoReplicTF,vSegmentedTF,vVectorYNna,vSSoDS,vDNAoRNA,vEnvelope,IsZoonotic,IsZoonotic.stringent
Mink_enteric_sapovirus,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,,0,0,0,,,7800.0,0,0,True,False,N,SS,RNA,non-enveloped,0,0
Minute_virus_of_mice,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,1,,0,0,0,,,5149.0,414,490,False,False,N,SS,DNA,non-enveloped,0,0
Mobala_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.005.,0,0,0,,,10705.0,6,5,True,True,N,SS,RNA,enveloped,0,0
Modoc_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.031.,0,1,0,,,10600.0,18,20,True,False,Y,SS,RNA,enveloped,1,0
Mokola_virus,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,,0,1,1,11940.0,11957.0,11948.5,111,76,True,False,Y,SS,RNA,enveloped,1,1
Molluscum_contagiosum_virus,Unassigned,Poxviridae,Chordopoxvirinae,Molluscipoxvirus,1,00.058.1.07.001.,0,1,1,,,190289.0,178,280,True,False,N,DS,DNA,enveloped,0,0
Moloney_murine_sarcoma_virus,Unassigned,Retroviridae,,Gammaretrovirus,0,,0,0,0,,,5833.0,229,522,False,False,N,SS,RNA,enveloped,0,0
Monkeypox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,1,1,,,196858.0,234,357,True,False,N,DS,DNA,enveloped,1,1
Montana_myotis_leukoencephalitis_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10690.0,3,3,True,False,Y,SS,RNA,enveloped,0,0
Mopeia_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.006.,0,0,0,,,10698.0,15,19,True,True,,SS,RNA,enveloped,0,0
Mosso_das_Pedras_virus_78V3531,Unassigned,Togaviridae,,Alphavirus,0,,0,1,1,,,11465.0,1,1,True,False,Y,SS,RNA,enveloped,0,0
Mount_Elgon_bat_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Tentative in genus,,0,0,0,,,11049.0,8,8,True,False,N,SS,RNA,enveloped,0,0
Mouse_mammary_tumor_virus,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,1,00.061.1.01.001.,0,0,0,,,8805.0,2050,3910,False,False,,SS,RNA,enveloped,0,0
Mouse_parvovirus_1,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,,0,0,0,,,5144.0,13,10,False,False,N,SS,DNA,non-enveloped,0,0
Mucambo_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.016.,0,0,0,,,11500.0,13,12,True,False,Y,SS,RNA,enveloped,0,0
Muleshoe_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,15450.0,1,1,True,True,N,SS,RNA,enveloped,0,0
Mumps_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,1,01.048.1.03.001.,1,1,1,,,15384.0,1028,2183,True,False,N,SS,RNA,enveloped,1,0
Murid_herpesvirus_1,Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,1,,0,0,0,,,235000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Murid_herpesvirus_2,Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,0,,0,0,0,,,230138.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Murid_herpesvirus_3,Herpesvirales,Herpesviridae,,Ictalurivirus,1,,0,0,0,,,134000.0,1,6,False,False,N,DS,DNA,enveloped,0,0
Murid_herpesvirus_4,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,135000.0,48,48,False,False,N,DS,DNA,enveloped,0,0
Murid_herpesvirus_5,Herpesvirales,Herpesviridae,,Ictalurivirus,1,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Murine_adenovirus_A,Unassigned,Adenoviridae,,Mastadenovirus,0,,0,0,0,,,30944.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Murine_adenovirus_B,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,00.001.0.81.023.,0,0,0,,,35500.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Murine_hepatitis_virus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.007.,0,0,0,,,31526.0,262,1950,True,False,N,SS,RNA,enveloped,0,0
Murine_leukemia_virus,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,1,00.061.1.02.001.,0,0,0,,,5894.0,6376,12242,False,False,N,SS,RNA,enveloped,0,0
Murine_norovirus_1,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,,0,0,0,,,7382.0,94,57,True,False,N,SS,RNA,non-enveloped,0,0
Murine_pneumonia_virus,Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,0,,0,1,0,,,14885.0,4,54,True,False,N,SS,RNA,enveloped,1,0
Murine_pneumotropic_virus,Unassigned,Polyomaviridae,,Polyomavirus,,,0,0,0,,,4754.0,7,6,False,False,N,DS,DNA,non-enveloped,0,0
Murine_polyomavirus,Unassigned,Polyomaviridae,,Polyomavirus,,,0,0,0,,,5297.0,151,101,False,False,N,DS,DNA,non-enveloped,0,0
Murray_Valley_encephalitis_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,0,,,11014.0,119,186,True,False,Y,SS,RNA,enveloped,1,0
Mustelid_herpesvirus_1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,180000.0,4,3,False,False,N,DS,DNA,enveloped,0,0
Myxoma_virus,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,1,00.058.1.05.001.,0,0,0,,,161773.0,548,424,True,False,N,DS,DNA,enveloped,0,0
Nariva_virus,Mononegavirales,Paramyxoviridae,,Unassigned,0,,0,0,0,,,15276.0,9,8,True,False,N,SS,RNA,enveloped,0,0
Ndumu_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.017.,0,1,0,,,11700.0,2,2,True,False,Y,SS,RNA,enveloped,1,0
Nelson_Bay_orthoreovirus,Unassigned,Reoviridae,,Orthoreovirus,0,,0,0,0,,,23500.0,3,3,True,True,N,DS,RNA,non-enveloped,0,0
New_York_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,15450.0,9,4,True,True,N,SS,RNA,enveloped,1,1
Newcastle_disease_virus,Mononegavirales,Paramyxoviridae,,Avulavirus,1,,0,1,1,15186.0,15198.0,15192.0,10233,5709,True,False,N,SS,RNA,enveloped,0,0
Nipah_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,0,01.048.1.04.002.,0,1,1,,,18246.0,516,374,True,False,N,SS,RNA,enveloped,1,1
Norwalk_virus,Unassigned,Caliciviridae,,Norovirus,1,00.012.0.03.001.,0,1,1,,,7654.0,773,787,True,False,N,SS,RNA,non-enveloped,1,0
Ntaya_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.033.,0,1,0,,,11000.0,2,4,True,False,Y,SS,RNA,enveloped,0,0
Nyando_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.034.,0,1,1,12300.0,13450.0,12875.0,2,5,True,True,Y,SS,RNA,enveloped,0,0
O'nyong-nyong_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.019.,0,1,1,,,11835.0,21,33,True,False,Y,SS,RNA,enveloped,1,0
Oita_virus,Mononegavirales,Rhabdoviridae,,Unassigned,0,,0,0,0,,,,4,1,True,False,,SS,RNA,enveloped,0,0
Okola_virus,Unassigned,Bunyaviridae,,Unassigned,0,00.011.0.00.413.,0,1,0,10500.0,22700.0,16600.0,2,1,True,True,Y,SS,RNA,enveloped,0,0
Oliveros_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.013.,0,0,0,,,10719.0,8,5,True,True,N,SS,RNA,enveloped,0,0
Omsk_hemorrhagic_fever_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.034.,0,1,1,,,10787.0,16,22,True,False,Y,SS,RNA,enveloped,1,1
Orf_virus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,1,00.058.1.02.001.,0,1,1,,,139962.0,334,311,True,False,N,DS,DNA,enveloped,1,1
Oriboca_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,0,,,12259.0,5,8,True,True,Y,SS,RNA,enveloped,1,0
Oropouche_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.037.,0,1,1,,,11985.0,45,41,True,True,Y,SS,RNA,enveloped,1,0
Orungo_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.014.,0,1,1,,,19200.0,15,14,True,True,Y,DS,RNA,non-enveloped,1,0
Ovine_adenovirus_A,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.015.,0,0,0,,,33034.0,90,1,False,False,N,DS,DNA,non-enveloped,0,0
Ovine_adenovirus_D,Unassigned,Adenoviridae,,Atadenovirus,1,00.001.0.03.001.,0,0,0,,,29576.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Ovine_astrovirus,Unassigned,Astroviridae,,Mamastrovirus,0,00.005.0.01.006.,0,0,0,,,6440.0,4,5,True,False,N,SS,RNA,non-enveloped,0,0
Ovine_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,,0,0,0,,,135135.0,136,101,False,False,N,DS,DNA,enveloped,0,0
Ovine_papillomavirus_1,Unassigned,Papillomaviridae,,Deltapapillomavirus,0,,0,0,0,,,7761.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Palyam_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,00.060.0.02.015.,0,1,1,,,19200.0,6,11,True,True,Y,DS,RNA,non-enveloped,1,1
Pampa_virus,Unassigned,Arenaviridae,,Arenavirus,Tentative in genus,,0,0,0,,,7400.0,1,1,True,True,N,SS,RNA,enveloped,0,0
Parainfluenza_virus_5,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,,0,1,1,,,15246.0,55,91,True,False,,SS,RNA,enveloped,1,1
Parana_virus,Unassigned,Arenaviridae,,Arenavirus,0,,0,0,0,,,10494.0,2,4,True,True,N,SS,RNA,enveloped,0,0
Parapoxvirus_of_red_deer_in_New_Zealand,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,,0,0,0,,,139981.0,4,4,True,False,N,DS,DNA,enveloped,0,0
Patois_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.038.,0,1,0,12300.0,12450.0,12375.0,2,2,True,True,Y,SS,RNA,enveloped,1,0
Peruvian_horse_sickness_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,,0,0,0,,,19748.0,2,2,True,True,Y,DS,RNA,non-enveloped,0,0
Peste-des-petits-ruminants_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,,0,0,0,,,15948.0,305,260,True,False,N,SS,RNA,enveloped,0,0
Phnom_Penh_bat_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10131.0,3,2,True,False,N,SS,RNA,enveloped,0,0
Phocid_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,0,0,,,125000.0,13,13,False,False,N,DS,DNA,enveloped,0,0
Phocine_distemper_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,,0,0,0,,,15696.0,150,140,True,False,N,SS,RNA,enveloped,0,0
Phocoena_spinipinnis_papillomavirus,Unassigned,Papillomaviridae,,Omikronpapillomavirus,1,,0,0,0,,,7879.0,1,1,False,False,N,DS,DNA,non-enveloped,0,0
Pichinde_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.015.,0,1,0,,,10416.0,144,157,True,True,N,SS,RNA,enveloped,1,0
Pig-tailed_macaque_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,,0,0,0,,,,0,0,False,False,N,SS,DNA,non-enveloped,0,0
Pirital_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.016.,0,0,0,,,10482.0,15,11,True,True,N,SS,RNA,enveloped,0,0
Piry_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,,0,1,1,,,11000.0,22,18,True,False,Y,SS,RNA,enveloped,0,0
Pixuna_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.020.,0,1,0,,,11344.0,6,13,True,False,Y,SS,RNA,enveloped,1,0
Poliovirus,Picornavirales,Picornaviridae,,Enterovirus,1,00.052.0.01.001.,0,1,1,,,7440.0,8538,13829,True,False,N,SS,RNA,non-enveloped,0,0
Pongine_herpesvirus_1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,170000.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Pongine_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,180000.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Pongine_herpesvirus_3,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,,0,0,0,,,180000.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Pongine_herpesvirus_4,Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,,0,0,0,,,241087.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Porcine_adenovirus_A,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.017.,0,0,0,,,34094.0,104,1,False,False,,DS,DNA,non-enveloped,0,0
Porcine_adenovirus_B,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.018.,0,0,0,,,35500.0,1,1,False,False,,DS,DNA,non-enveloped,0,0
Porcine_adenovirus_C,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.019.,0,0,0,,,32621.0,1,1,False,False,,DS,DNA,non-enveloped,0,0
Porcine_astrovirus,Unassigned,Astroviridae,,Mamastrovirus,0,00.005.0.01.007.,0,0,0,6318.0,6500.0,6479.25,6,9,True,False,,SS,RNA,non-enveloped,0,0
Porcine_circovirus-1,Unassigned,Circoviridae,,Circovirus,1,00.016.0.01.001.,0,0,0,,,1758.0,11,11,False,False,N,SS,DNA,non-enveloped,0,0
Porcine_circovirus-2,Unassigned,Circoviridae,,Circovirus,0,00.016.0.01.005.,0,0,0,,,1768.0,184,156,False,False,N,SS,DNA,non-enveloped,0,0
Porcine_enteric_sapovirus,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,,0,0,0,,,7342.0,2,1,True,False,N,SS,RNA,non-enveloped,0,0
Porcine_enterovirus_A,Picornavirales,Picornaviridae,,Enterovirus,0,,0,0,0,7491.0,7572.0,7531.5,1,1,True,False,N,SS,RNA,non-enveloped,0,0
Porcine_enterovirus_B,Picornavirales,Picornaviridae,,Enterovirus,0,,0,0,0,7388.0,7393.0,7390.5,5,5,True,False,N,SS,RNA,non-enveloped,0,0
Porcine_epidemic_diarrhea_virus,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,03.019.0.01.008.,0,0,0,,,28033.0,105,108,True,False,N,SS,RNA,enveloped,0,0
Porcine_hemagglutinating_encephalomyelitis_virus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.009.,0,0,0,,,30480.0,14,18,True,False,N,SS,RNA,enveloped,0,0
Porcine_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,,0,0,0,5516.0,5805.0,5660.5,551,478,False,False,N,SS,DNA,non-enveloped,0,0
Porcine_reproductive_and_respiratory_syndrome_virus,Nidovirales,Arteriviridae,,Arterivirus,0,,0,0,0,15347.0,15352.0,15349.5,1651,1249,True,False,N,SS,RNA,enveloped,0,0
Porcine_rubulavirus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,,0,0,0,,,15180.0,35,30,True,False,N,SS,RNA,enveloped,0,0
Porcine_teschovirus,Picornavirales,Picornaviridae,,Teschovirus,1,,0,0,0,,,7117.0,51,44,True,False,N,SS,RNA,non-enveloped,0,0
Porcine_torovirus,Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,,0,0,0,,,28301.0,11,11,True,False,N,SS,RNA,enveloped,0,0
Porcine_type-C_oncovirus,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,,0,0,0,,,8300.0,0,0,False,False,N,SS,RNA,enveloped,0,0
Possum_adenovirus,Unassigned,Adenoviridae,,Atadenovirus,0,00.001.0.03.007.,0,0,0,,,30000.0,3,3,False,False,N,DS,DNA,non-enveloped,0,0
Powassan_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,10746.0,10839.0,10792.5,162,97,True,False,Y,SS,RNA,enveloped,1,1
Primate_T-lymphotropic_virus_1,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,0,,0,1,0,,,9028.0,1,4,False,False,N,SS,RNA,enveloped,1,0
Primate_T-lymphotropic_virus_2,Unassigned,Retroviridae,,Deltaretrovirus,0,,0,1,1,8507.0,9028.0,8767.5,2,2,False,False,N,SS,RNA,enveloped,1,1
Primate_T-lymphotropic_virus_3,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,0,,0,1,1,,,8918.0,1,17,False,False,N,SS,RNA,enveloped,1,1
Prospect_Hill_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,11941.0,65,31,True,True,N,SS,RNA,enveloped,0,0
Pseudocowpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,,0,1,1,133169.0,145289.0,139229.0,54,46,True,False,N,DS,DNA,enveloped,1,1
Puma_lentivirus,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,,0,0,0,,,9750.0,21,20,False,False,N,SS,RNA,enveloped,0,0
Punta_Toro_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.006.,0,1,1,11400.0,14700.0,13050.0,67,51,True,True,Y,SS,RNA,enveloped,1,0
Puumala_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,12062.0,395,409,True,True,N,SS,RNA,enveloped,1,1
Qalyub_virus,Unassigned,Bunyaviridae,,Nairovirus,0,,0,0,0,19229.0,19764.0,19451.5,3,3,True,True,Y,SS,RNA,enveloped,0,0
Quaranfil_virus,Unassigned,Orthomyxoviridae,,Unassigned,0,,0,1,1,,,,15,11,,True,Y,SS,RNA,enveloped,0,0
Rabbit_coronavirus,Nidovirales,Coronaviridae,,Coronavirus,Tentative in genus,,0,0,0,30904.0,31116.0,31010.0,5,7,True,False,N,SS,RNA,enveloped,0,0
Rabbit_fibroma_virus,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,,0,0,0,,,159857.0,59,134,True,False,N,DS,DNA,enveloped,0,0
Rabbit_hemorrhagic_disease_virus,Unassigned,Caliciviridae,,Lagovirus,1,00.012.0.02.001.,0,0,0,,,7437.0,132,291,True,False,N,SS,RNA,non-enveloped,0,0
Rabbit_kidney_vacuolating_virus,Unassigned,Polyomaviridae,,Polyomavirus,,,0,0,0,,,5000.0,5,7,False,False,N,DS,DNA,non-enveloped,0,0
Rabbit_oral_papillomavirus,Unassigned,Papillomaviridae,,Kappapapillomavirus,0,,0,0,0,,,7565.0,11,13,False,False,N,DS,DNA,non-enveloped,0,0
Rabies_virus,Mononegavirales,Rhabdoviridae,,Lyssavirus,1,01.062.0.02.001.,0,1,1,,,11932.0,2953,4483,True,False,N,SS,RNA,enveloped,1,1
Racoonpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,0,0,,,210000.0,1,0,True,False,N,DS,DNA,enveloped,0,0
Rat_coronavirus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.011.,0,0,0,,,31250.0,32,56,True,False,N,SS,RNA,enveloped,0,0
Rat_minute_virus_1,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,,0,0,0,,,,1,1,False,False,N,SS,DNA,non-enveloped,0,0
Rat_parvovirus_1,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,,0,0,0,,,4759.0,1,1,False,False,N,SS,DNA,non-enveloped,0,0
Reston_ebolavirus,Mononegavirales,Filoviridae,,Ebolavirus,0,,0,1,0,18836.0,18895.0,18865.5,25,24,True,False,N,SS,RNA,enveloped,1,0
Rhesus_macaque_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,,0,0,0,,,,0,0,False,False,N,SS,DNA,non-enveloped,0,0
Rhesus_monkey_papillomavirus_1,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,,0,0,0,,,8028.0,0,0,False,False,N,DS,DNA,non-enveloped,0,0
Rift_Valley_fever_virus,Unassigned,Bunyaviridae,,Phlebovirus,1,00.011.0.04.007.,0,1,1,,,11979.0,459,644,True,True,Y,SS,RNA,enveloped,1,1
Rinderpest_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,,0,0,0,,,15882.0,548,627,True,False,N,SS,RNA,enveloped,0,0
Rio_Bravo_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.037.,0,1,0,,,10140.0,5,6,True,False,Y,SS,RNA,enveloped,1,0
Rio_Mamore_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,12183.0,12,12,True,True,N,SS,RNA,enveloped,1,1
Rio_Negro_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.029.,0,1,0,,,11494.0,3,3,True,False,Y,SS,RNA,enveloped,0,0
Rio_Segundo_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,15450.0,0,0,True,True,N,SS,RNA,enveloped,0,0
Ross_River_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.021.,0,1,1,,,11657.0,486,405,True,False,Y,SS,RNA,enveloped,1,1
Rotavirus_A,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,1,00.060.0.03.001.,0,1,1,528.0,3267.0,18562.0,9291,62,True,True,N,DS,RNA,non-enveloped,1,1
Rotavirus_B,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,00.060.0.03.002.,0,1,1,16500.0,21000.0,18750.0,5,34,True,True,N,DS,RNA,non-enveloped,1,1
Rotavirus_C,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,00.060.0.03.003.,0,1,1,613.0,3309.0,17910.0,7,5,True,True,N,DS,RNA,non-enveloped,1,1
Rotavirus_E,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,00.060.0.03.005.,0,0,0,16500.0,21000.0,18750.0,6,4,True,True,N,DS,RNA,non-enveloped,0,0
Rubella_virus,Unassigned,Togaviridae,,Rubivirus,1,00.073.0.02.001.,0,1,1,,,9762.0,1506,3672,True,False,N,SS,RNA,enveloped,0,0
Sabia_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.017.,0,1,1,,,10499.0,22,18,True,True,N,SS,RNA,enveloped,0,0
Saboya_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,11440.0,11443.0,11441.5,2,2,True,False,Y,SS,RNA,enveloped,0,0
Saimiriine_herpesvirus_1,Herpesvirales,Herpesviridae,,Simplexvirus,0,,0,0,0,,,156742.0,3,3,False,False,N,DS,DNA,enveloped,0,0
Saimiriine_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,1,00.031.3.02.001.,0,0,0,,,112930.0,10,493,False,False,N,DS,DNA,enveloped,0,0
Sal_Vieja_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,0,1,True,False,Y,SS,RNA,enveloped,0,0
Salehabad_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.008.,0,0,0,11400.0,14700.0,13050.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Salem_virus,Mononegavirales,Paramyxoviridae,,Unassigned,0,,0,0,0,,,16698.0,4,4,True,False,N,SS,RNA,enveloped,0,0
San_Perlita_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,1,1,True,False,Y,SS,RNA,enveloped,0,0
Sandfly_fever_Naples_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.009.,0,1,1,,,12488.0,10,69,True,True,Y,SS,RNA,enveloped,1,1
Sandfly_fever_Sicilian_virus,Unassigned,Bunyaviridae,,Phlebovirus,Tentative in genus,00.011.0.84.011.,0,1,1,,,11300.0,13,17,True,True,Y,SS,RNA,enveloped,1,0
Sapporo_virus,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,00.012.0.04.001.,0,1,1,7320.0,7521.0,7420.0,33,20,True,False,N,SS,RNA,non-enveloped,0,0
Sathuperi_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,0,0,,,12034.0,2,3,True,True,Y,SS,RNA,enveloped,0,0
Sciurid_herpesvirus_1,Unassigned,Herpesviridae,,Ictalurivirus,1,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Sciurid_herpesvirus_2,Unassigned,Herpesviridae,,Ictalurivirus,0,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Sealpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Tentative in genus,,0,1,1,,,140000.0,7,4,True,False,N,DS,DNA,enveloped,1,1
Semliki_Forest_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.023.,0,1,0,,,11442.0,2440,2092,True,False,Y,SS,RNA,enveloped,1,0
Sendai_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,1,01.048.1.01.001.,0,0,0,,,15384.0,3406,3250,True,False,N,SS,RNA,enveloped,0,0
Seoul_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,0,,,11950.0,141,141,True,True,N,SS,RNA,enveloped,1,0
Sepik_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10793.0,12,3,True,False,Y,SS,RNA,enveloped,0,0
Severe_acute_respiratory_syndrome-related_coronavirus,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,,0,1,0,,,29751.0,5,6,True,False,N,SS,RNA,enveloped,1,0
Shamonda_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,,,12104.0,1,2,True,True,Y,SS,RNA,enveloped,1,1
Sheeppox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,1,00.058.1.04.001.,0,0,0,,,149955.0,24,24,True,False,N,DS,DNA,enveloped,0,0
Shuni_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,,,12135.0,1,1,True,True,Y,SS,RNA,enveloped,1,1
Simbu_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.043.,0,0,0,,,12172.0,2,103,True,True,Y,SS,RNA,enveloped,0,0
Simian_adenovirus,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,,0,0,0,34450.0,34510.0,34480.0,155,194,False,False,N,DS,DNA,non-enveloped,0,0
