name,rg_label,genome_type,transmission_route,host_range,environmental_stability,treatment_available,infectious_dose,zoonotic
Chromatium okenii,1,,,,,,,
Chromatium weissei,1,,,,,,,
Chromobacterium vaccinii,1,,,,,,,
Chromobacterium violaceum,2,,,,,,,
Chromohalobacter beijerinckii,1,,,,,,,
Chromohalobacter canadensis,1,,,,,,,
Chromohalobacter israelensis,1,,,,,,,
Chromohalobacter marismortui,1,,,,,,,
Chronic wasting disease,3,,,,,,,
Chronic wasting disease (CWD) agent,2,,,,,,,
Chryseobacterium balustinum,1,,,,,,,
Chryseobacterium gleum,2,,,,,,,
Chryseobacterium hagamense,1,,,,,,,
Chryseobacterium indologenes,2,,,,,,,
Chryseobacterium indoltheticum,1,,,,,,,
Chryseobacterium koreense,1,,,,,,,
Chryseomonas luteola,2,,,,,,,
Chrysiogenes arsenatis,1,,,,,,,
Chrysosporium lucknowense,1,,,,,,,
Chrysosporium tropicum,2,,,,,,,
Circovirus porcine1,1,,,,,,,
Circovirus porcine2,1,,,,,,,
Citeromyces matritensis,1,,,,,,,
Citeromyces siamensis,1,,,,,,,
Citrobacter amalonaticus,2,,,,,,,
Citrobacter braakii,2,,,,,,,
Citrobacter freundii,2,,,,,,,
Citrobacter koseri,2,,,,,,,
Citrobacter rodentium,2,,,,,,,
Citrobacter sedlakii,2,,,,,,,
Citrobacter werkmanii,2,,,,,,,
Citrobacter youngae,2,,,,,,,
Cladophialophora bantiana,3,,,,,,,
Cladophialophora carrionii,2,,,,,,,
Cladophialophora emmonsii,2,,,,,,,
Cladophialophora modesta,2,,,,,,,
Cladosporium cladosporioides,1,,,,,,,
Cladosporium halotolerans,1,,,,,,,
Cladosporium herbarum,1,,,,,,,
Clavibacter michiganensis,1,,,,,,,
Clavibacter sepedonicus,1,,,,,,,
Clavispora lusitaniae,2,,,,,,,
Clevelandina reticulitermitidis,1,,,,,,,
Clonostachys rosea,1,,,,,,,
Clonostachys rosea strain CR-7,1,,,,,,,
Closterium acerosum,1,,,,,,,
Clostridioides difficile,2,,,,,,,
Clostridium aceticum,1,,,,,,,
Clostridium acetireducens,1,,,,,,,
Clostridium acetobutylicum,1,,,,,,,
Clostridium algidicarnis,1,,,,,,,
Clostridium aminophilum,1,,,,,,,
Clostridium arcticum,1,,,,,,,
Clostridium argentinense,2,,,,,,,
Clostridium autoethanogenum,1,,,,,,,
Clostridium autoethanogenum S216049,1,,,,,,,
Clostridium autoethanogenum strain S233062,1,,,,,,,
Clostridium autoethanogenum strain S233063,1,,,,,,,
Clostridium baratii,2,,,,,,,
Clostridium beijerinckii,1,,,,,,,
Clostridium botulinum,2,,,,,,,
Clostridium botulinum strain IBCA10-7060 type Bh,2,,,,,,,
Clostridium budayi,1,,,,,,,
Clostridium butyricum,2,,,,,,,
Clostridium cadaveris,2,,,,,,,
Clostridium carboxidivorans,1,,,,,,,
Clostridium carnis,2,,,,,,,
Clostridium celatum,1,,,,,,,
Clostridium cellulofermentans,1,,,,,,,
Clostridium cellulosi,1,,,,,,,
Clostridium cellulovorans,1,,,,,,,
Clostridium chartatabidum,1,,,,,,,
Clostridium chauvoei,2,,,,,,,
Clostridium cochlearium,1,,,,,,,
Clostridium colinum,1,,,,,,,
Clostridium collagenovorans,1,,,,,,,
Clostridium combesii,2,,,,,,,
Clostridium cylindrosporum,1,,,,,,,
Clostridium disporicum,1,,,,,,,
Clostridium estertheticum,1,,,,,,,
Clostridium estertheticum subsp. laramiense,1,,,,,,,
Clostridium fallax,2,,,,,,,
Clostridium felsineum,1,,,,,,,
Clostridium fimetarium,1,,,,,,,
Clostridium formicaceticum,1,,,,,,,
Clostridium frigidicarnis,1,,,,,,,
Clostridium grantii,1,,,,,,,
Clostridium haemolyticum,2,,,,,,,
Clostridium herbivorans,1,,,,,,,
Clostridium homopropionicum,1,,,,,,,
Clostridium innocuum,2,,,,,,,
Clostridium intestinale,1,,,,,,,
Clostridium isatidis,1,,,,,,,
Clostridium kluyveri,1,,,,,,,
Clostridium leptum,1,,,,,,,
Clostridium ljungdahlii,1,,,,,,,
Clostridium magnum,1,,,,,,,
Clostridium malenominatum,2,,,,,,,
Clostridium maritimum,1,,,,,,,
Clostridium methoxybenzovorans,1,,,,,,,
Clostridium methylpentosum,1,,,,,,,
Clostridium moniliforme,2,,,,,,,
Clostridium nexile,1,,,,,,,
Clostridium nitritogenes,1,,,,,,,
Clostridium novyi,2,,,,,,,
Clostridium oceanicum,1,,,,,,,
Clostridium paraputrificum,2,,,,,,,
Clostridium pascui,1,,,,,,,
Clostridium pasteurianum,1,,,,,,,
Clostridium perfringens,2,,,,,,,
Clostridium phytofermentans,1,,,,,,,
Clostridium polysaccharolyticum,1,,,,,,,
Clostridium puniceum,1,,,,,,,
Clostridium putrefaciens,1,,,,,,,
Clostridium putrificum,2,,,,,,,
Clostridium quinii,1,,,,,,,
Clostridium rubrum,1,,,,,,,
Clostridium ruminantium,1,,,,,,,
Clostridium saccaragumia,2,,,,,,,
Clostridium sardiniense,1,,,,,,,
Clostridium sartagoforme,1,,,,,,,
Clostridium scatologenes,1,,,,,,,
Clostridium scindens,1,,,,,,,
Clostridium septicum,2,,,,,,,
Clostridium sporogenes,1,,,,,,,
Clostridium subterminale,2,,,,,,,
Clostridium symbiosum,2,,,,,,,
Clostridium tarantellae,1,,,,,,,
Clostridium tertium,2,,,,,,,
Clostridium tetani,2,,,,,,,
Clostridium tetanomorphum,1,,,,,,,
Clostridium thermalcaliphilum,1,,,,,,,
Clostridium thermobutyricum,1,,,,,,,
Clostridium thermopalmarium,1,,,,,,,
Clostridium thermopapyrolyticum,1,,,,,,,
Clostridium thermosuccinogenes,1,,,,,,,
Clostridium thermosulfurigenes,1,,,,,,,
Clostridium tyrobutyricum,1,,,,,,,
Clostridium vincentii,1,,,,,,,
Clostridium viride,1,,,,,,,
Cobetia marina,1,,,,,,,
Coccidioides immitis,3,,,,,,,
Coccidioides posadasii,3,,,,,,,
Coenonia anatina,1,,,,,,,
"Cold-adapted, temperature-sensitive and attenuated influenza A/Norway/31694/2022 (H1N1) virus",2,,,,,,,
"Cold-adapted, temperature-sensitive, and attenuated influenza A/Thailand/8/2022 (H3N2)-like virus",2,,,,,,,
Colletotrichum acutatum,1,,,,,,,
Collinsella aerofaciens,1,,,,,,,
Collinsella intestinalis,1,,,,,,,
Collinsella stercoris,1,,,,,,,
Colorado tick fever virus,2,,,,,,,
Colpidium striatum,1,,,,,,,
Coltivirus dermacentoris,2,,,,,,,
Coltivirus ixodis,2,,,,,,,
Coltiviruses,2,,,,,,,
Colwellia demingiae,1,,,,,,,
Colwellia hadaliensis,1,,,,,,,
Colwellia hornerae,1,,,,,,,
Colwellia maris,1,,,,,,,
Colwellia psychrerythraea,1,,,,,,,
Colwellia psychrotropica,1,,,,,,,
Colwellia rossensis,1,,,,,,,
Comamonas aquatica,2,,,,,,,
Comamonas terrigena,2,,,,,,,
Comamonas testosteroni,1,,,,,,,
Companilactobacillus alimentarius,1,,,,,,,
Companilactobacillus farciminis,1,,,,,,,
Companilactobacillus paralimentarius,1,,,,,,,
Conchiformibius steedae,1,,,,,,,
Coprinopsis cinerea,1,,,,,,,
Coprococcus catus,1,,,,,,,
Coprococcus comes,1,,,,,,,
Coprococcus eutactus,1,,,,,,,
Coprothermobacter paratensis,1,,,,,,,
Coprothermobacter proteolyticus,1,,,,,,,
Corallococcus coralloides,1,,,,,,,
Corallococcus macrosporus,1,,,,,,,
Cordyceps fumosorosea,1,,,,,,,
Cordyceps militaris,1,,,,,,,
Coriobacterium glomerans,1,,,,,,,
Coronavirus,3,,,,,,,
Corticibacter populi,1,,,,,,,
Corynebacterium accolens,2,,,,,,,
Corynebacterium afermentans,2,,,,,,,
Corynebacterium afermentans subsp. afermentans,2,,,,,,,
Corynebacterium afermentans subsp. lipophilum,2,,,,,,,
Corynebacterium ammoniagenes,1,,,,,,,
Corynebacterium amycolatum,2,,,,,,,
Corynebacterium argentoratense,2,,,,,,,
Corynebacterium auris,2,,,,,,,
Corynebacterium bovis,2,,,,,,,
Corynebacterium callunae,1,,,,,,,
Corynebacterium confusum,2,,,,,,,
Corynebacterium coyleae,2,,,,,,,
Corynebacterium cystitidis,1,,,,,,,
Corynebacterium diphtheriae,2,,,,,,,
Corynebacterium diphtheriae ATCC 39255,2,,,,,,,
Corynebacterium durum,1,,,,,,,
Corynebacterium flavescens,1,,,,,,,
Corynebacterium genitalium,1,,,,,,,
Corynebacterium glucuronolyticum,2,,,,,,,
Corynebacterium glutamicum,1,,,,,,,
Corynebacterium gottingense,1,,,,,,,
Corynebacterium imitans,2,,,,,,,
Corynebacterium jeikeium,2,,,,,,,
Corynebacterium kroppenstedtii,2,,,,,,,
Corynebacterium kutscheri,1,,,,,,,
Corynebacterium lipophiloflavum,1,,,,,,,
Corynebacterium macginleyi,2,,,,,,,
Corynebacterium matruchotii,2,,,,,,,
Corynebacterium minutissimum,2,,,,,,,
Corynebacterium mucifaciens,2,,,,,,,
Corynebacterium mycetoides,2,,,,,,,
Corynebacterium otitidis,2,,,,,,,
Corynebacterium phocae,1,,,,,,,
Corynebacterium pilosum,2,,,,,,,
Corynebacterium propinquum,2,,,,,,,
Corynebacterium pseudodiphtheriticum,2,,,,,,,
Corynebacterium pseudotuberculosis,2,,,,,,,
Corynebacterium renale,2,,,,,,,
Corynebacterium riegelii,1,,,,,,,
Corynebacterium singulare,1,,,,,,,
Corynebacterium stationis,1,,,,,,,
Corynebacterium striatum,2,,,,,,,
Corynebacterium sundsvallense,1,,,,,,,
Corynebacterium terpenotabidum,1,,,,,,,
Corynebacterium thomssenii,1,,,,,,,
Corynebacterium tuberculostearicum,1,,,,,,,
Corynebacterium ulcerans,2,,,,,,,
Corynebacterium urealyticum,2,,,,,,,
Corynebacterium variabile,1,,,,,,,
Corynebacterium vitaeruminis,1,,,,,,,
Corynebacterium xerosis,2,,,,,,,
Corynosoma strumosum,2,,,,,,,
Cotton rabbit papilloma virus,2,,,,,,,
Couchioplanes caeruleus,1,,,,,,,
Couchioplanes caeruleus subsp. azureus,1,,,,,,,
Couchioplanes caeruleus subsp. caeruleus,1,,,,,,,
Cowpox virus,2,,,,,,,
Coxiella burnetii,3,,,,,,,
Coxiella burnetii Nine mile,2,,,,,,,
Coxiella burnetii Phase II,2,,,,,,,
Coxiella burnetii clone 4 RSA439,2,,,,,,,
Coxsackie virus,2,,,,,,,
Craurococcus roseus,1,,,,,,,
Crenosoma vulpis,1,,,,,,,
Crenothrix polyspora,1,,,,,,,
Creutzfeldt-Jacob disease,3,,,,,,,
Creutzfeldt-Jakob Disease (CJD) agent,3,,,,,,,
Crimean-Congo haemorrhagic fever,4,,,,,,,
Crinalium epipsammum,1,,,,,,,
Cristispira pectinis,1,,,,,,,
Cronobacter sakazakii,2,,,,,,,
Crossiella cryophila,1,,,,,,,
Cryobacterium psychrophilum,1,,,,,,,
Cryptobacterium curtum,1,,,,,,,
Cryptococcus bacillisporus,3,,,,,,,
Cryptococcus decagattii,3,,,,,,,
Cryptococcus deuterogattii,3,,,,,,,
Cryptococcus gattii,3,,,,,,,
Cryptococcus lipoferus,1,,,,,,,
Cryptococcus neoformans,2,,,,,,,
Cryptococcus tetragattii,3,,,,,,,
Cryptosporangium arvum,1,,,,,,,
Cryptosporangium japonicum,1,,,,,,,
Cryptosporangium minutisporangium,1,,,,,,,
Cryptosporidium baileyi,1,,,,,,,
Cryptosporidium felis,1,,,,,,,
Cryptosporidium hominis,2,,,,,,,
Cryptosporidium meleagridis,2,,,,,,,
Cryptosporidium muris,1,,,,,,,
Cryptosporidium parvum,2,,,,,,,
Cryptosporidium serpentis,1,,,,,,,
Cryptosporidium wrairi,1,,,,,,,
Culex flavivirus,1,,,,,,,
Culex theileri flavivirus,1,,,,,,,
Cunninghamella bertholletiae,2,,,,,,,
Cupriavidus basilensis,1,,,,,,,
Cupriavidus gilardii,2,,,,,,,
Cupriavidus metallidurans,1,,,,,,,
Cupriavidus necator,1,,,,,,,
Cupriavidus pauculus,2,,,,,,,
Curiovirus rochambeau,3,,,,,,,
Curtobacterium albidum,1,,,,,,,
Curtobacterium citreum,1,,,,,,,
Curtobacterium herbarum,1,,,,,,,
Curtobacterium luteum,1,,,,,,,
Curtobacterium plantarum,1,,,,,,,
Curtobacterium pusillum,1,,,,,,,
Curvibacter delicatus,1,,,,,,,
Curvibacter lanceolatus,1,,,,,,,
Curvularia lunata,2,,,,,,,
Curvularia spicifera,1,,,,,,,
Cutibacterium acnes,2,,,,,,,
Cutibacterium avidum,2,,,,,,,
Cutibacterium granulosum,2,,,,,,,
Cyberlindnera jadinii,2,,,,,,,
Cyclobacterium marinum,1,,,,,,,
Cycloclasticus pugetii,1,,,,,,,
Cyclospora angimurinensis,2,,,,,,,
Cyclospora ashtabulensis,2,,,,,,,
Cyclospora babaulti,2,,,,,,,
Cyclospora caryolytica,2,,,,,,,
Cyclospora cayetanensis,2,,,,,,,
Cyclospora cercopitheci,2,,,,,,,
Cyclospora colobi,2,,,,,,,
Cyclospora glomericola,2,,,,,,,
Cyclospora megacephali,2,,,,,,,
Cyclospora niniae,2,,,,,,,
Cyclospora papionic,2,,,,,,,
Cyclospora parasalopi,2,,,,,,,
Cyclospora scinci,2,,,,,,,
Cyclospora talpea,2,,,,,,,
Cyclospora tropidonoti,2,,,,,,,
Cyclospora viperae,2,,,,,,,
Cyclospora zamensis,2,,,,,,,
Cystobacter ferrugineus,1,,,,,,,
Cystobacter fuscus,1,,,,,,,
Cystobacter minus,1,,,,,,,
Cystofilobasidium capitatum,1,,,,,,,
Cytauxzoon felis,1,,,,,,,
Cytobacillus firmus,1,,,,,,,
Cytomegalovirus (CMV),2,,,,,,,
Cytomegalovirus cercopithecinebeta5,2,,,,,,,
Cytomegalovirus humanbeta5,2,,,,,,,
"Cytomegaloviruses of mouse, guinea pig and rat",2,,,,,,,
Cytophaga aurantiaca,1,,,,,,,
Cytophaga hutchinsonii,1,,,,,,,
Cyvirus cyprinidallo3,1,,,,,,,
D-17,1,,,,,,,
DU145,1,,,,,,,
Dactylosporangium aurantiacum,1,,,,,,,
Dactylosporangium fulvum,1,,,,,,,
Dactylosporangium matsuzakiense,1,,,,,,,
Dactylosporangium roseum,1,,,,,,,
Dactylosporangium thailandense,1,,,,,,,
Dactylosporangium vinaceum,1,,,,,,,
Dassie bacillus,3,,,,,,,
Davainea proglottina,1,,,,,,,
Debaryomyces hansenii,1,,,,,,,
Deferribacter thermophilus,1,,,,,,,
Dehalobacter restrictus,1,,,,,,,
Deinococcus geothermalis,1,,,,,,,
Deinococcus grandis,1,,,,,,,
Deinococcus murrayi,1,,,,,,,
Deinococcus proteolyticus,1,,,,,,,
Deinococcus radiodurans,1,,,,,,,
Deinococcus radiophilus,1,,,,,,,
Deinococcus radiopugnans,1,,,,,,,
Delftia acidovorans,2,,,,,,,
Delftia acidovorans RAY209,1,,,,,,,
Deltaarterivirus hemfev,2,,,,,,,
Deltabaculovirus cunigripalpi,1,,,,,,,
Deltacoronavirus suis,2,,,,,,,
Deltapapillomavirus 3,1,,,,,,,
Deltapolyomavirus septihominis,2,,,,,,,
Deltapolyomavirus sextihominis,2,,,,,,,
Deltaretrovirus bovleu,1,,,,,,,
Demetria terragena,1,,,,,,,
Demodex bovis,1,,,,,,,
Demodex canis,1,,,,,,,
Demodex caprae,1,,,,,,,
Demodex equi,1,,,,,,,
Demodex felis,1,,,,,,,
Demodex phylloides,1,,,,,,,
Dendrosporobacter quercicolus,1,,,,,,,
Dengue virus,3,,,,,,,
Dengue virus quadrivalent vaccine V181,1,,,,,,,
"Dengue virus types 1-4 Synthetic RNA (ATCC VR-3228SD, VR-3229SD, VR-3230SD, VR-3231SD)",1,,,,,,,
Dependoparvovirus anseriform1,1,,,,,,,
Dependoparvovirus primate1,1,,,,,,,
Dependoparvovirus primate1 AAV9-GP-AAV-syn-jGCaMP8f-WPRE,1,,,,,,,
Dependoparvovirus primate1 AAV9-hDlx-GiDREADD-dTomato-Fishell-5,1,,,,,,,
Dependoparvovirus primate1 encoding Human Tau gene insert (Tau E14 P301),2,,,,,,,
Dependoparvovirus primate1 encoding antisense RNA to DMPK transgene,2,,,,,,,
Dermabacter hominis,2,,,,,,,
Dermacoccus nishinomiyaensis,1,,,,,,,
Dermatophilus congolensis,2,,,,,,,
Derxia gummosa,1,,,,,,,
Desemzia incerta,1,,,,,,,
Desulfacinum infernum,1,,,,,,,
Desulfallas sapomandens,1,,,,,,,
Desulfallas thermosapovorans,1,,,,,,,
Desulfarculus baarsii,1,,,,,,,
Desulfatiglans anilini,1,,,,,,,
Desulfitobacterium chlororespirans,1,,,,,,,
Desulfitobacterium dehalogenans,1,,,,,,,
Desulfitobacterium hafniense,1,,,,,,,
Desulfobacca acetoxidans,1,,,,,,,
Desulfobacter curvatus,1,,,,,,,
Desulfobacter halotolerans,1,,,,,,,
Desulfobacter hydrogenophilus,1,,,,,,,
Desulfobacter latus,1,,,,,,,
Desulfobacter postgatei,1,,,,,,,
Desulfobacter vibrioformis,1,,,,,,,
Desulfobacterium indolicum,1,,,,,,,
Desulfobacula phenolica,1,,,,,,,
Desulfobaculum senezii,1,,,,,,,
Desulfobotulus sapovorans,1,,,,,,,
Desulfobulbus elongatus,1,,,,,,,
Desulfobulbus propionicus,1,,,,,,,
Desulfocapsa thiozymogenes,1,,,,,,,
Desulfocastanea catecholica,1,,,,,,,
Desulfocella halophila,1,,,,,,,
Desulfococcus biacutus,1,,,,,,,
Desulfococcus multivorans,1,,,,,,,
Desulfocurvibacter africanus,1,,,,,,,
Desulfofaba gelida,1,,,,,,,
Desulfofarcimen acetoxidans,1,,,,,,,
Desulfofrigus fragile,1,,,,,,,
Desulfofrigus oceanense,1,,,,,,,
Desulfofundulus australicum,1,,,,,,,
Desulfofundulus kuznetsovii,1,,,,,,,
Desulfofundulus luciae,1,,,,,,,
Desulfofundulus thermoacetoxidans,1,,,,,,,
Desulfofundulus thermobenzoicum,1,,,,,,,
Desulfofundulus thermocisternus,1,,,,,,,
Desulfofustis glycolicus,1,,,,,,,
Desulfohalobium retbaense,1,,,,,,,
Desulfohalotomaculum halophilum,1,,,,,,,
Desulfolutivibrio sulfodismutans,1,,,,,,,
Desulfomicrobium apsheronum,1,,,,,,,
Desulfomicrobium baculatum,1,,,,,,,
Desulfomicrobium escambiense,1,,,,,,,
Desulfomicrobium macestii,1,,,,,,,
Desulfomicrobium norvegicum,1,,,,,,,
Desulfomonile tiedjei,1,,,,,,,
Desulfonatronovibrio hydrogenovorans,1,,,,,,,
Desulfonatronum lacustre,1,,,,,,,
Desulfonema limicola,1,,,,,,,
Desulfonema magnum,1,,,,,,,
Desulfonispora thiosulfatigenes,1,,,,,,,
Desulforamulus aeronauticum,1,,,,,,,
Desulforamulus putei,1,,,,,,,
Desulforamulus ruminis,1,,,,,,,
Desulforapulum autotrophicum,1,,,,,,,
Desulforhabdus amnigena,1,,,,,,,
Desulforhopalus vacuolatus,1,,,,,,,
Desulfosarcina cetonica,1,,,,,,,
Desulfosarcina variabilis,1,,,,,,,
Desulfoscipio geothermicum,1,,,,,,,
Desulfoscipio gibsoniae,1,,,,,,,
Desulfospira joergensenii,1,,,,,,,
Desulfosporosinus orientis,1,,,,,,,
Desulfotalea arctica,1,,,,,,,
Desulfotalea psychrophila,1,,,,,,,
Desulfotomaculum antarcticum,1,,,,,,,
Desulfotomaculum nigrificans,1,,,,,,,
Desulfovibrio alcoholivorans,1,,,,,,,
Desulfovibrio aminophilus,1,,,,,,,
Desulfovibrio cuneatus,1,,,,,,,
Desulfovibrio desulfuricans,1,,,,,,,
Desulfovibrio fairfieldensis,2,,,,,,,
Desulfovibrio furfuralis,1,,,,,,,
Desulfovibrio giganteus,1,,,,,,,
Desulfovibrio inopinatus,1,,,,,,,
Desulfovibrio intestinalis,1,,,,,,,
Desulfovibrio litoralis,1,,,,,,,
Desulfovibrio longreachensis,1,,,,,,,
Desulfovibrio piger,1,,,,,,,
Desulfovibrio simplex,1,,,,,,,
Desulfovibrio zosterae,1,,,,,,,
Desulfurella acetivorans,1,,,,,,,
Desulfurella kamchatkensis,1,,,,,,,
Desulfurella multipotens,1,,,,,,,
Desulfurella propionica,1,,,,,,,
Desulfurobacterium thermolithotrophum,1,,,,,,,
Desulfurococcus mucosus,1,,,,,,,
Desulfuromonas acetexigens,1,,,,,,,
Desulfuromonas acetoxidans,1,,,,,,,
Desulfuromonas chloroethenica,1,,,,,,,
Desulfuromonas thiophila,1,,,,,,,
Desulfuromusa bakii,1,,,,,,,
Desulfuromusa kysingii,1,,,,,,,
Desulfuromusa succinoxidans,1,,,,,,,
Dethiosulfovibrio peptidovorans,1,,,,,,,
Devosia enhydra,1,,,,,,,
Devosia riboflavina,1,,,,,,,
Dhori virus (DHOV),3,,,,,,,
Diacronema lutheri,1,,,,,,,
Dialister micraerophilus,1,,,,,,,
Dialister pneumosintes,2,,,,,,,
Dianlovirus menglaense,4,,,,,,,
Dichelobacter nodosus,1,,,,,,,
Dichotomicrobium thermohalophilum,1,,,,,,,
Dickeya dadantii,1,,,,,,,
Dickeya dadantii subsp. dieffenbachiae,1,,,,,,,
Dickeya dianthicola,1,,,,,,,
Dickeya zeae,1,,,,,,,
Dictyocaulus arnfieldi,1,,,,,,,
Dictyocaulus filaria,1,,,,,,,
Dictyocaulus viviparus,1,,,,,,,
Dictyoglomus thermophilum,1,,,,,,,
Dictyoglomus turgidum,1,,,,,,,
Didymella glomerata,2,,,,,,,
Didymella macrostoma,1,,,,,,,
Dientamoeba fragilis,2,,,,,,,
Dietzia maris,1,,,,,,,
Dietzia natronolimnaea,1,,,,,,,
Dioctophyme renale,2,,,,,,,
Diplocalyx calotermitidis,1,,,,,,,
Dipodascus fermentans,1,,,,,,,
Dirofilaria immitis,2,,,,,,,
Dirofilaria repens,2,,,,,,,
Dirofilaria tenuis,2,,,,,,,
Diutina catenulata,1,,,,,,,
Diutina rugosa,1,,,,,,,
Dobrava/Belgrade virus (DOBV),3,,,,,,,
Dolichospermum spiroides,1,,,,,,,
Dolosicoccus paucivorans,1,,,,,,,
Dolosigranulum pigrum,2,,,,,,,
Domibacillus robiginosus,1,,,,,,,
Dorea formicigenerans,1,,,,,,,
Dorea longicatena,1,,,,,,,
Dracunculus insignis,2,,,,,,,
Dracunculus medinensis,2,,,,,,,
Drosophila X virus,2,,,,,,,
Drowsy (DY) hamster-adapted Transmissible Mink Encephalopathy (TME) agent,1,,,,,,,
Drowsy (DY) mouse-adapted Transmissible Mink Encephalopathy (TME) agent,1,,,,,,,
Duck hepatidis B,2,,,,,,,
Duck hepatitis virus,2,,,,,,,
Duganella zoogloeoides,1,,,,,,,
Duvenhage virus,3,,,,,,,
Dyadobacter alkalitolerans,1,,,,,,,
Dyadobacter arcticus,1,,,,,,,
Dyadobacter beijingensis,1,,,,,,,
Dyadobacter crusticola,1,,,,,,,
Dyadobacter fermentans,1,,,,,,,
Dyadobacter ginsengisoli,1,,,,,,,
Dyadobacter hamtensis,2,,,,,,,
Dyadobacter jejuensis,1,,,,,,,
Dyadobacter koreensis,1,,,,,,,
Dyadobacter psychrophilus,1,,,,,,,
Dyadobacter soli,1,,,,,,,
Dyadobacter tibetensis,2,,,,,,,
Dysgonomonas capnocytophagoides,2,,,,,,,
Eastern equine encephalitis virus,3,,,,,,,
Ebola virus,4,,,,,,,
Ebola virus minigenome contained in transcription and replication competent virus-like particles (trVLPs),2,,,,,,,
Ebolaviruses,4,,,,,,,
Echinochasmus perfoliatus,1,,,,,,,
Echinostoma trivolvis,2,,,,,,,
Echinuria uncinata,1,,,,,,,
Echo virus,2,,,,,,,
Echoviruses,2,,,,,,,
Ectothiorhodospira haloalkaliphila,1,,,,,,,
Ectothiorhodospira marina,1,,,,,,,
Ectothiorhodospira mobilis,1,,,,,,,
Ectothiorhodospira shaposhnikovii,1,,,,,,,
Ectromelia virus,3,,,,,,,
Edwardsiella hoshinae,2,,,,,,,
Edwardsiella ictaluri,1,,,,,,,
Edwardsiella tarda,2,,,,,,,
"Eel rhabdovirus (EVA, EVX, B12, C26)",2,,,,,,,
Eggerthella lenta,2,,,,,,,
Eggerthia catenaformis,1,,,,,,,
Egtved virus (Viral hemorrhagic septicemia virus),3,,,,,,,
Ehrlichia canis,1,,,,,,,
Ehrlichia chaffeensis,3,,,,,,,
Ehrlichia ewingii,1,,,,,,,
Ehrlichia muris,1,,,,,,,
Ehrlichia ondiri,3,,,,,,,
Ehrlichia ovina,1,,,,,,,
Ehrlichia platys,1,,,,,,,
Ehrlichia ruminantium,1,,,,,,,
Ehrlichia sennetsu,2,,,,,,,
Eikenella corrodens,2,,,,,,,
Eimeria acervulina,1,,,,,,,
Eimeria maxima,1,,,,,,,
Eimeria mivati,1,,,,,,,
Eimeria tenella,1,,,,,,,
Eisenbergiella tayi strain B086562T,2,,,,,,,
Eisenibacter elegans,1,,,,,,,
Elaeophora poeli,1,,,,,,,
Elaeophora schneideri,1,,,,,,,
Eleftheria terrae,1,,,,,,,
Elephantpox virus,2,,,,,,,
Elizabethkingia anophelis,1,,,,,,,
Elizabethkingia miricola,1,,,,,,,
Emergomyces africanus,2,,,,,,,
Emergomyces canadensis,2,,,,,,,
Emergomyces europaeus,2,,,,,,,
Emergomyces orientalis,2,,,,,,,
Emergomyces pasteurianus,2,,,,,,,
Empedobacter brevis,1,,,,,,,
Encephalitozoon bieneusi,2,,,,,,,
Encephalitozoon hellem,2,,,,,,,
Encephalitozoon intestinalis,2,,,,,,,
Encephalomyocarditis virus,2,,,,,,,
Endolimax nana,2,,,,,,,
Enhydrobacter aerosaccus,1,,,,,,,
Ensifer adhaerens,1,,,,,,,
Ensifer arboris,1,,,,,,,
Ensifer fredii,1,,,,,,,
Ensifer kostiensis,1,,,,,,,
Ensifer medicae,1,,,,,,,
Ensifer meliloti,1,,,,,,,
Ensifer saheli,1,,,,,,,
Ensifer terangae,1,,,,,,,
Entamoeba coli,1,,,,,,,
Entamoeba dispar,1,,,,,,,
Entamoeba gingivalis,1,,,,,,,
Entamoeba histolytica,2,,,,,,,
Entamoeba moshkovskii,1,,,,,,,
Enterobacter asburiae,2,,,,,,,
Enterobacter c6-6,1,,,,,,,
Enterobacter cancerogenus,2,,,,,,,
Enterobacter cloacae,2,,,,,,,
Enterobacter cloacae subsp. dissolvens,2,,,,,,,
Enterobacter hormaechei,2,,,,,,,
Enterobacter kobei,1,,,,,,,
Enterobacter soli,1,,,,,,,
Enterobius vermicularis,2,,,,,,,
Enterocloster asparagiformis,2,,,,,,,
Enterocloster bolteae,2,,,,,,,
Enterocloster clostridioformis,2,,,,,,,
Enterococcus aquimarinus,1,,,,,,,
Enterococcus asini,1,,,,,,,
Enterococcus avium,2,,,,,,,
Enterococcus casseliflavus,1,,,,,,,
Enterococcus cecorum,1,,,,,,,
Enterococcus columbae,1,,,,,,,
Enterococcus dispar,2,,,,,,,
Enterococcus durans,2,,,,,,,
Enterococcus faecalis,2,,,,,,,
Enterococcus faecium,2,,,,,,,
Enterococcus faecium R0026,1,,,,,,,
Enterococcus faecium strain ATCC 8459,1,,,,,,,
Enterococcus faecium strain NRRL B-2354,1,,,,,,,
Enterococcus gallinarum,2,,,,,,,
Enterococcus hirae,2,,,,,,,
Enterococcus lactis,1,,,,,,,
Enterococcus lactis strain T14335,1,,,,,,,
Enterococcus malodoratus,1,,,,,,,
Enterococcus mundtii,1,,,,,,,
Enterococcus pseudoavium,1,,,,,,,
Enterococcus raffinosus,2,,,,,,,
Enterococcus ratti,1,,,,,,,
Enterococcus saccharolyticus,1,,,,,,,
Enterococcus sulfureus,1,,,,,,,
Enterococcus villorum,1,,,,,,,
Enteromonas hominis,2,,,,,,,
Enterovirus,2,,,,,,,
