name,rg_label,genome_type,transmission_route,host_range,environmental_stability,treatment_available,infectious_dose,zoonotic
Schaalia georgiae,1,,,,,,,
Schaalia hyovaginalis,2,,,,,,,
Schaalia meyeri,2,,,,,,,
Schaalia odontolytica,2,,,,,,,
Schaalia radingae,2,,,,,,,
Schaalia suimastitidis,1,,,,,,,
Schaalia turicensis,2,,,,,,,
Schaalia vaccimaxillae,1,,,,,,,
Scheffersomyces stipitis,1,,,,,,,
Schinkia azotoformans,1,,,,,,,
Schistosoma mansoni,2,,,,,,,
Schistosomatium douthitti,1,,,,,,,
Schizophyllum commune,2,,,,,,,
Schmallenberg virus,1,,,,,,,
Schnuerera ultunensis,1,,,,,,,
Schwanniomyces polymorphus,1,,,,,,,
Schwartzia succinivorans,1,,,,,,,
Sciscionella marina,2,,,,,,,
Scleroderma cepa,1,,,,,,,
Scleroderma citrinum,1,,,,,,,
Sclerotinia minor,1,,,,,,,
Sclerotinia sclerotiorum,1,,,,,,,
Scopulariopsis brevicaulis,1,,,,,,,
Scopulariopsis candida,1,,,,,,,
Scrapie,3,,,,,,,
Scrapie agent,1,,,,,,,
Scytalidium cuboideum,1,,,,,,,
Seadornavirus bannaense,2,,,,,,,
Seal influenza virus A,3,,,,,,,
Sealpox virus,2,,,,,,,
Sebaldella termitidis,1,,,,,,,
Secundilactobacillus collinoides,1,,,,,,,
Secundilactobacillus malefermentans,1,,,,,,,
Sedimentibacter hydroxybenzoicus,1,,,,,,,
Sediminibacillus albus,2,,,,,,,
Sediminibacillus halophilus,2,,,,,,,
Sediminibacterium salmoneum,1,,,,,,,
Sediminispirochaeta smaragdinae,1,,,,,,,
Segatella albensis,2,,,,,,,
Segatella bryantii,2,,,,,,,
Segatella buccae,2,,,,,,,
Segatella oris,2,,,,,,,
Segatella oulorum,1,,,,,,,
Segetibacter koreensis,1,,,,,,,
Segniliparus rotundus,1,,,,,,,
Segniliparus rugosus,1,,,,,,,
Seinonella peptonophila,1,,,,,,,
Selenomonas artemidis,2,,,,,,,
Selenomonas dianae,2,,,,,,,
Selenomonas flueggei,2,,,,,,,
Selenomonas infelix,2,,,,,,,
Selenomonas lacticifex,1,,,,,,,
Selenomonas lipolytica,1,,,,,,,
Selenomonas noxia,2,,,,,,,
Selenomonas ruminantium,1,,,,,,,
Selenomonas ruminantium subsp. lactilytica,1,,,,,,,
Selenomonas ruminantium subsp. ruminantium,1,,,,,,,
Selenomonas sputigena,2,,,,,,,
Seliberia stellata,1,,,,,,,
Semliki forest virus,3,,,,,,,
Sendai virus (murine parainfluenza virus type 1),2,,,,,,,
Senecavirus valles,1,,,,,,,
Seoul virus,3,,,,,,,
Septoglomus deserticola,1,,,,,,,
Serang virus,3,,,,,,,
Serendipita indica,1,,,,,,,
Serratia ficaria,1,,,,,,,
Serratia fonticola,1,,,,,,,
Serratia grimesii,2,,,,,,,
Serratia liquefaciens,2,,,,,,,
Serratia marcescens,2,,,,,,,
Serratia odorifera,2,,,,,,,
Serratia plymuthica,2,,,,,,,
Serratia proteamaculans,2,,,,,,,
Serratia quinivorans,2,,,,,,,
Serratia rubidaea,2,,,,,,,
Serratia sp. root 2 (TS-R2),1,,,,,,,
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),3,,,,,,,
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA,2,,,,,,,
Severe acute respiratory syndrome coronavirus 2 virus replicon particles trans-complemented with spike protein (?S-VRP(S)),3,,,,,,,
Severe acute respiratory syndrome-related coronavirus (SARS-CoV),3,,,,,,,
Sheeppox virus,3,,,,,,,
Shewanella amazonensis,1,,,,,,,
Shewanella baltica,1,,,,,,,
Shewanella benthica,1,,,,,,,
Shewanella colwelliana,1,,,,,,,
Shewanella frigidimarina,1,,,,,,,
Shewanella gelidimarina,1,,,,,,,
Shewanella hanedai,1,,,,,,,
Shewanella indica,1,,,,,,,
Shewanella oneidensis,1,,,,,,,
Shewanella pealeana,1,,,,,,,
Shewanella putrefaciens,1,,,,,,,
Shewanella violacea,1,,,,,,,
Shewanella woodyi,1,,,,,,,
Shigella boydii,2,,,,,,,
Shigella dysenteriae (Type 1),2,,,,,,,
Shigella dysenteriae (other than Type 1),2,,,,,,,
Shigella flexneri,2,,,,,,,
"Shigella flexneri Serogroup B, serotypes 1-6, 15 subtypes",2,,,,,,,
Shigella sonnei,2,,,,,,,
Shimwellia blattae,1,,,,,,,
Shinella zoogloeoides,1,,,,,,,
Shope papilloma virus,2,,,,,,,
Shouchella clausii,1,,,,,,,
Shuttleworthia satelles,1,,,,,,,
Siadenovirus gallopavotertii,1,,,,,,,
Siberian tick-borne encephalitis virus,3,,,,,,,
Simian foamy viruses,2,,,,,,,
Simian haemorrhagic fever virus,2,,,,,,,
Simian immunodeficiency virus,3,,,,,,,
"Simian sarcoma virus, SSV-1",3,,,,,,,
Simian sarcoma viruses (SSV),3,,,,,,,
Simian virus 40 (SV40),2,,,,,,,
Simian-Human immunodeficiency virus,3,,,,,,,
Simiispumavirus pantroschfo,2,,,,,,,
Simkania negevensis,2,,,,,,,
Simonsiella muelleri,1,,,,,,,
Simplexvirus atelinealpha1,2,,,,,,,
Simplexvirus bovinealpha2,1,,,,,,,
Simplexvirus humanalpha1,2,,,,,,,
Simplexvirus humanalpha2,2,,,,,,,
Simplexvirus macacinealpha1,4,,,,,,,
Simplexvirus saimiriinealpha1,2,,,,,,,
Simplicispira metamorpha,1,,,,,,,
Simplicispira psychrophila,1,,,,,,,
Simplicispira psychrophilum,1,,,,,,,
Sin Nombre virus (former Muerto Canyon),3,,,,,,,
Sindbis virus,2,,,,,,,
Sinomonas atrocyanea,1,,,,,,,
Skermanella parooensis,1,,,,,,,
Skermania piniformis,1,,,,,,,
Slackia exigua,2,,,,,,,
Slopeiomyces cylindrosporus,1,,,,,,,
Smallpox (Variola major),4,,,,,,,
Smithella propionica,1,,,,,,,
Snake sarcoma viruses,3,,,,,,,
Snakehead retrovirus,1,,,,,,,
Sneathia sanguinegens,2,,,,,,,
Sodalis glossinidius,1,,,,,,,
Solibacillus silvestris,1,,,,,,,
Solidesulfovibrio burkinensis,1,,,,,,,
Solidesulfovibrio carbinolicus,1,,,,,,,
Solidesulfovibrio fructosivorans,1,,,,,,,
Solitalea canadensis,1,,,,,,,
Sorangium cellulosum,1,,,,,,,
Sordaria fimicola,1,,,,,,,
Spadella cephaloptera,1,,,,,,,
Sparrowpox virus,1,,,,,,,
Sphaerimonospora mesophila,1,,,,,,,
Sphaerisporangium viridialbum,1,,,,,,,
Sphaerobacter thermophilus,1,,,,,,,
Sphaerothecum destruens,1,,,,,,,
Sphaerotilus mobilis,1,,,,,,,
Sphaerotilus natans,1,,,,,,,
Sphingobacterium faecium,1,,,,,,,
Sphingobacterium mizutaii,2,,,,,,,
Sphingobacterium multivorum,2,,,,,,,
Sphingobacterium spiritivorum,2,,,,,,,
Sphingobacterium thalpophilum,2,,,,,,,
Sphingobium chlorophenolicum,1,,,,,,,
Sphingobium herbicidovorans,1,,,,,,,
Sphingobium xenophagum,1,,,,,,,
Sphingobium yanoikuyae,2,,,,,,,
Sphingomonas adhaesiva,1,,,,,,,
Sphingomonas asaccharolytica,1,,,,,,,
Sphingomonas echinoides,1,,,,,,,
Sphingomonas mali,1,,,,,,,
Sphingomonas parapaucimobilis,2,,,,,,,
Sphingomonas paucimobilis,2,,,,,,,
Sphingomonas pruni,1,,,,,,,
Sphingomonas sanguinis,2,,,,,,,
Sphingomonas trueperi,1,,,,,,,
Sphingopyxis macrogoltabida,1,,,,,,,
Sphingopyxis terrae,1,,,,,,,
Spilopsyllus cuniculi,1,,,,,,,
Spirilliplanes yamanashiensis,1,,,,,,,
Spirillospora albida,1,,,,,,,
Spirillospora rubra,1,,,,,,,
Spirillum volutans,1,,,,,,,
Spirochaeta africana,1,,,,,,,
Spirochaeta asiatica,1,,,,,,,
Spirochaeta aurantia,1,,,,,,,
Spirochaeta aurantia subsp. aurantia,1,,,,,,,
Spirochaeta aurantia subsp. stricta,1,,,,,,,
Spirochaeta halophila,1,,,,,,,
Spirochaeta isovalerica,1,,,,,,,
Spirochaeta plicatilis,1,,,,,,,
Spirochaeta thermophila,1,,,,,,,
Spirochaeta zuelzerae,1,,,,,,,
Spironucleus meleagridis,1,,,,,,,
Spiroplasma alleghenense,1,,,,,,,
Spiroplasma cantharicola,1,,,,,,,
Spiroplasma chinense,1,,,,,,,
Spiroplasma chrysopicola,1,,,,,,,
Spiroplasma citri,1,,,,,,,
Spiroplasma clarkii,1,,,,,,,
Spiroplasma corruscae,1,,,,,,,
Spiroplasma culicicola,1,,,,,,,
Spiroplasma diabroticae,1,,,,,,,
Spiroplasma diminutum,1,,,,,,,
Spiroplasma floricola,1,,,,,,,
Spiroplasma gladiatoris,1,,,,,,,
Spiroplasma helicoides,1,,,,,,,
Spiroplasma insolitum,1,,,,,,,
Spiroplasma ixodetis,1,,,,,,,
Spiroplasma lampyridicola,1,,,,,,,
Spiroplasma leptinotarsae,1,,,,,,,
Spiroplasma lineolae,1,,,,,,,
Spiroplasma litorale,1,,,,,,,
Spiroplasma monobiae,1,,,,,,,
Spiroplasma montanense,1,,,,,,,
Spiroplasma phoeniceum,1,,,,,,,
Spiroplasma platyhelix,1,,,,,,,
Spiroplasma poulsonii,1,,,,,,,
Spiroplasma sabaudiense,1,,,,,,,
Spiroplasma syrphidicola,1,,,,,,,
Spiroplasma tabanidicola,1,,,,,,,
Spiroplasma taiwanense,1,,,,,,,
Spiroplasma turonicum,1,,,,,,,
Spiroplasma velocicrescens,1,,,,,,,
Spirosoma linguale,1,,,,,,,
Spizellomyces acuminatus,1,,,,,,,
Spondweni virus,3,,,,,,,
Sporichthya brevicatena,1,,,,,,,
Sporichthya polymorpha,1,,,,,,,
Sporobacter termitidis,1,,,,,,,
Sporobacterium olearium,1,,,,,,,
Sporobolomyces johnsonii,1,,,,,,,
Sporobolomyces salmonicolor,1,,,,,,,
Sporocadus lichenicola,1,,,,,,,
Sporocytophaga myxococcoides,1,,,,,,,
Sporohalobacter lortetii,1,,,,,,,
Sporolactobacillus inulinus,1,,,,,,,
Sporolactobacillus kofuensis,1,,,,,,,
Sporolactobacillus lactosus,1,,,,,,,
Sporolactobacillus laevolacticus,1,,,,,,,
Sporolactobacillus nakayamae,1,,,,,,,
Sporolactobacillus nakayamae subsp. nakayamae,1,,,,,,,
Sporolactobacillus nakayamae subsp. racemicus,1,,,,,,,
Sporolactobacillus terrae,1,,,,,,,
Sporomusa acidovorans,1,,,,,,,
Sporomusa malonica,1,,,,,,,
Sporomusa ovata,1,,,,,,,
Sporomusa paucivorans,1,,,,,,,
Sporomusa silvacetica,1,,,,,,,
Sporomusa sphaeroides,1,,,,,,,
Sporomusa termitida,1,,,,,,,
Sporosarcina globispora,1,,,,,,,
Sporosarcina limicola,1,,,,,,,
Sporosarcina pasteurii,1,,,,,,,
Sporosarcina psychrophila,1,,,,,,,
Sporosarcina ureae,1,,,,,,,
Sporothrix brasiliensis,2,,,,,,,
Sporothrix luriei,2,,,,,,,
Sporothrix schenckii,2,,,,,,,
Sporotomaculum hydroxybenzoicum,1,,,,,,,
Spring viremia of carp virus,3,,,,,,,
Sprivivirus cyprinus,1,,,,,,,
Sripuvirus almpiwar,2,,,,,,,
Sripuvirus chaco,2,,,,,,,
Sripuvirus madureira,3,,,,,,,
St. Louis encephalitis virus,3,,,,,,,
Stachybotrys chartarum,1,,,,,,,
Stackebrandtia nassauensis,1,,,,,,,
Staphylococcus argenteus,2,,,,,,,
Staphylococcus arlettae,1,,,,,,,
Staphylococcus aureus,2,,,,,,,
Staphylococcus aureus subsp. anaerobius,2,,,,,,,
Staphylococcus aureus subsp. aureus,2,,,,,,,
Staphylococcus auricularis,1,,,,,,,
Staphylococcus capitis,2,,,,,,,
Staphylococcus capitis subsp. capitis,2,,,,,,,
Staphylococcus capitis subsp. urealyticus,2,,,,,,,
Staphylococcus carnosus,1,,,,,,,
Staphylococcus chromogenes,1,,,,,,,
Staphylococcus cohnii,2,,,,,,,
Staphylococcus cohnii subsp. cohnii,2,,,,,,,
Staphylococcus condimenti,1,,,,,,,
Staphylococcus delphini,1,,,,,,,
Staphylococcus epidermidis,1,,,,,,,
Staphylococcus epidermidis ATCC 12228,1,,,,,,,
Staphylococcus equorum,1,,,,,,,
Staphylococcus felis,1,,,,,,,
Staphylococcus gallinarum,1,,,,,,,
Staphylococcus haemolyticus,2,,,,,,,
Staphylococcus hominis,2,,,,,,,
Staphylococcus hyicus,2,,,,,,,
Staphylococcus intermedius,2,,,,,,,
Staphylococcus kloosii,1,,,,,,,
Staphylococcus lentus,1,,,,,,,
Staphylococcus lugdunensis,2,,,,,,,
Staphylococcus lutrae,2,,,,,,,
Staphylococcus muscae,1,,,,,,,
Staphylococcus pasteuri,2,,,,,,,
Staphylococcus piscifermentans,1,,,,,,,
Staphylococcus pseudintermedius,1,,,,,,,
Staphylococcus pseudolugdunensis,2,,,,,,,
Staphylococcus saccharolyticus,2,,,,,,,
Staphylococcus saprophyticus,2,,,,,,,
Staphylococcus saprophyticus subsp. saprophyticus,2,,,,,,,
Staphylococcus schleiferi,2,,,,,,,
Staphylococcus sciuri,1,,,,,,,
Staphylococcus sciuri subsp. sciuri,1,,,,,,,
Staphylococcus simulans,2,,,,,,,
Staphylococcus succinus,1,,,,,,,
Staphylococcus urealyticus,2,,,,,,,
Staphylococcus vitulinus,1,,,,,,,
Staphylococcus warneri,2,,,,,,,
Staphylococcus xylosus,1,,,,,,,
Staphylothermus marinus,1,,,,,,,
Staphylotrichum coccosporum,1,,,,,,,
Stappia stellulata,1,,,,,,,
Starlingpox virus,1,,,,,,,
Starmerella bombicola,1,,,,,,,
Stella humosa,1,,,,,,,
Stella vacuolata,1,,,,,,,
Stemphylium bolickii,1,,,,,,,
Stemphylium botryosum,1,,,,,,,
Stemphylium globuliferum,1,,,,,,,
Stemphylium lycopersici,1,,,,,,,
Stemphylium sarciniforme,1,,,,,,,
Stemphylium solani,1,,,,,,,
Stemphylium vesicarium,1,,,,,,,
Stenotrophomonas geniculata,1,,,,,,,
Stenotrophomonas maltophilia,2,,,,,,,
Stenotrophomonas nitritireducens,1,,,,,,,
Stenotrophomonas pictorum,1,,,,,,,
Stenotrophomonas rhizophila,1,,,,,,,
Stephanurus dentatus,1,,,,,,,
Stetteria hydrogenophila,1,,,,,,,
Stibiobacter senarmontii,1,,,,,,,
Stigmatella aurantiaca,1,,,,,,,
Stigmatella erecta,1,,,,,,,
Streptoalloteichus hindustanus,1,,,,,,,
Streptobacillus moniliformis,2,,,,,,,
Streptococcus Group A,2,,,,,,,
Streptococcus Group B,2,,,,,,,
Streptococcus Group C,2,,,,,,,
Streptococcus Group G,2,,,,,,,
Streptococcus Lancefield Group F,2,,,,,,,
Streptococcus acidominimus,2,,,,,,,
Streptococcus alactolyticus,1,,,,,,,
Streptococcus anginosus,2,,,,,,,
Streptococcus canis,2,,,,,,,
Streptococcus constellatus,2,,,,,,,
Streptococcus criceti,2,,,,,,,
Streptococcus cristatus,1,,,,,,,
Streptococcus didelphis,2,,,,,,,
Streptococcus downei,1,,,,,,,
Streptococcus dysgalactiae,2,,,,,,,
Streptococcus dysgalactiae subsp. equisimilis,2,,,,,,,
Streptococcus equi subsp. equi,2,,,,,,,
Streptococcus equi subsp. zooepidemicus,2,,,,,,,
Streptococcus equi subsp. zooepidemicus H1 strain,2,,,,,,,
Streptococcus equinus,2,,,,,,,
Streptococcus ferus,1,,,,,,,
Streptococcus gallolyticus,2,,,,,,,
Streptococcus gallolyticus subsp. macedonicus,1,,,,,,,
Streptococcus gallolyticus subsp. pasteurianus,1,,,,,,,
Streptococcus gordonii,2,,,,,,,
Streptococcus halichoeri,2,,,,,,,
Streptococcus hominis,2,,,,,,,
Streptococcus hyointestinalis,1,,,,,,,
Streptococcus hyovaginalis,1,,,,,,,
Streptococcus infantarius,1,,,,,,,
Streptococcus infantis,2,,,,,,,
Streptococcus iniae,2,,,,,,,
Streptococcus intermedius,2,,,,,,,
Streptococcus macacae,1,,,,,,,
Streptococcus milleri,2,,,,,,,
Streptococcus milleri group,2,,,,,,,
Streptococcus minor,1,,,,,,,
Streptococcus mitis,1,,,,,,,
Streptococcus mutans,1,,,,,,,
Streptococcus mutans ATCC 25175,1,,,,,,,
Streptococcus mutans SF16,1,,,,,,,
Streptococcus oralis,1,,,,,,,
Streptococcus orisratti,1,,,,,,,
Streptococcus parasanguinis,2,,,,,,,
Streptococcus parauberis,1,,,,,,,
Streptococcus peroris,2,,,,,,,
Streptococcus pneumoniae,2,,,,,,,
Streptococcus porcinus,2,,,,,,,
Streptococcus pseudopneumoniae,2,,,,,,,
Streptococcus pseudoporcinus,1,,,,,,,
Streptococcus pyogenes,2,,,,,,,
Streptococcus ratti,1,,,,,,,
Streptococcus salivarius,1,,,,,,,
Streptococcus sanguinis,2,,,,,,,
Streptococcus sobrinus,2,,,,,,,
Streptococcus suis,2,,,,,,,
Streptococcus thermophilus,1,,,,,,,
Streptococcus thoraltensis,1,,,,,,,
Streptococcus uberis,1,,,,,,,
Streptococcus uberis subsp. KJ2,1,,,,,,,
Streptococcus urinalis,2,,,,,,,
Streptococcus vestibularis,2,,,,,,,
Streptococcus viridans,2,,,,,,,
Streptomyces abikoensis,1,,,,,,,
Streptomyces achromogenes,1,,,,,,,
Streptomyces achromogenes subsp. achromogenes,1,,,,,,,
Streptomyces acidiscabies,1,,,,,,,
Streptomyces aculeolatus,1,,,,,,,
Streptomyces afghaniensis,1,,,,,,,
Streptomyces alanosinicus,1,,,,,,,
Streptomyces albaduncus,1,,,,,,,
Streptomyces albiaxialis,1,,,,,,,
Streptomyces albidochromogenes,1,,,,,,,
Streptomyces albidoflavus,1,,,,,,,
Streptomyces albofaciens,1,,,,,,,
Streptomyces alboflavus,1,,,,,,,
Streptomyces albogriseolus,1,,,,,,,
Streptomyces alboniger,1,,,,,,,
Streptomyces albospinus,1,,,,,,,
Streptomyces albosporeus subsp. labilomyceticus,1,,,,,,,
Streptomyces albus,1,,,,,,,
Streptomyces albus subsp. albus,1,,,,,,,
Streptomyces albus subsp. pathocidicus,1,,,,,,,
Streptomyces althioticus,1,,,,,,,
Streptomyces amakusaensis,1,,,,,,,
Streptomyces ambofaciens,1,,,,,,,
Streptomyces anandii,1,,,,,,,
Streptomyces angustmyceticus,1,,,,,,,
Streptomyces antibioticus,1,,,,,,,
Streptomyces antimycoticus,1,,,,,,,
Streptomyces anulatus,1,,,,,,,
Streptomyces ardesiacus,1,,,,,,,
Streptomyces ardus,1,,,,,,,
Streptomyces arenae,1,,,,,,,
Streptomyces armeniacus,1,,,,,,,
Streptomyces asoensis,1,,,,,,,
Streptomyces atratus,1,,,,,,,
Streptomyces atroolivaceus,1,,,,,,,
Streptomyces atrovirens,1,,,,,,,
Streptomyces aurantiacus,1,,,,,,,
Streptomyces aurantiogriseus,1,,,,,,,
Streptomyces aureocirculatus,1,,,,,,,
Streptomyces aureoverticillatus,1,,,,,,,
Streptomyces avermitilis,1,,,,,,,
Streptomyces avidinii,1,,,,,,,
Streptomyces azureus,1,,,,,,,
Streptomyces bacillaris,1,,,,,,,
Streptomyces badius,1,,,,,,,
Streptomyces bellus,1,,,,,,,
Streptomyces bikiniensis,1,,,,,,,
Streptomyces blastmyceticus,1,,,,,,,
Streptomyces bluensis,1,,,,,,,
Streptomyces bobili,1,,,,,,,
Streptomyces bottropensis,1,,,,,,,
Streptomyces brasiliensis,1,,,,,,,
Streptomyces bungoensis,1,,,,,,,
Streptomyces cacaoi,1,,,,,,,
Streptomyces caelestis,1,,,,,,,
Streptomyces californicus,1,,,,,,,
Streptomyces calvus,1,,,,,,,
Streptomyces canarius,1,,,,,,,
Streptomyces candidus,1,,,,,,,
Streptomyces canescens,1,,,,,,,
Streptomyces caniferus,1,,,,,,,
Streptomyces canus,1,,,,,,,
Streptomyces capillispiralis,1,,,,,,,
Streptomyces capoamus,1,,,,,,,
Streptomyces carpaticus,1,,,,,,,
Streptomyces carpinensis,1,,,,,,,
Streptomyces castelarensis,1,,,,,,,
Streptomyces catenulae,1,,,,,,,
Streptomyces cavourensis,1,,,,,,,
Streptomyces cavourensis subsp. cavourensis,1,,,,,,,
Streptomyces cellostaticus,1,,,,,,,
Streptomyces celluloflavus,1,,,,,,,
Streptomyces cellulolyticus,1,,,,,,,
Streptomyces cellulosae,1,,,,,,,
Streptomyces chartreusis,1,,,,,,,
Streptomyces chattanoogensis,1,,,,,,,
Streptomyces chrestomyceticus,1,,,,,,,
Streptomyces chromofuscus,1,,,,,,,
Streptomyces chryseus,1,,,,,,,
Streptomyces chrysomallus subsp. fumigatus,1,,,,,,,
Streptomyces cinereoruber,1,,,,,,,
Streptomyces cinereoruber subsp. cinereoruber,1,,,,,,,
Streptomyces cinereospinus,1,,,,,,,
Streptomyces cinereus,1,,,,,,,
Streptomyces cinerochromogenes,1,,,,,,,
Streptomyces cinnabarinus,1,,,,,,,
Streptomyces cinnamoneus,1,,,,,,,
Streptomyces cinnamoneus subsp. albosporus,1,,,,,,,
Streptomyces cirratus,1,,,,,,,
Streptomyces clavifer,1,,,,,,,
Streptomyces clavuligerus,1,,,,,,,
Streptomyces coelicoflavus,1,,,,,,,
Streptomyces coeruleoflavus,1,,,,,,,
Streptomyces coeruleofuscus,1,,,,,,,
Streptomyces coeruleoprunus,1,,,,,,,
Streptomyces coeruleorubidus,1,,,,,,,
Streptomyces coerulescens,1,,,,,,,
Streptomyces collinus,1,,,,,,,
Streptomyces conglobatus,1,,,,,,,
Streptomyces corchorusii,1,,,,,,,
Streptomyces cremeus,1,,,,,,,
Streptomyces crystallinus,1,,,,,,,
Streptomyces curacoi,1,,,,,,,
Streptomyces cuspidosporus,1,,,,,,,
Streptomyces cyaneofuscatus,1,,,,,,,
Streptomyces cyaneus,1,,,,,,,
Streptomyces daghestanicus,1,,,,,,,
Streptomyces decoyicus,1,,,,,,,
Streptomyces diastaticus,1,,,,,,,
Streptomyces diastaticus subsp. diastaticus,1,,,,,,,
Streptomyces diastatochromogenes,1,,,,,,,
Streptomyces djakartensis,1,,,,,,,
Streptomyces durhamensis,1,,,,,,,
Streptomyces echinatus,1,,,,,,,
Streptomyces echinoruber,1,,,,,,,
Streptomyces eurocidicus,1,,,,,,,
Streptomyces europaeiscabiei,1,,,,,,,
Streptomyces eurythermus,1,,,,,,,
Streptomyces exfoliatus,1,,,,,,,
Streptomyces filamentosus,1,,,,,,,
Streptomyces filipinensis,1,,,,,,,
Streptomyces fimbriatus,1,,,,,,,
Streptomyces finlayi,1,,,,,,,
Streptomyces flaveolus,1,,,,,,,
Streptomyces flaveus,1,,,,,,,
Streptomyces flavidovirens,1,,,,,,,
Streptomyces flavofungini,1,,,,,,,
Streptomyces flavotricini,1,,,,,,,
Streptomyces flavovirens,1,,,,,,,
Streptomyces fradiae,1,,,,,,,
Streptomyces fragilis,1,,,,,,,
Streptomyces fructofermentans,1,,,,,,,
Streptomyces fulvorobeus,1,,,,,,,
Streptomyces fumanus,1,,,,,,,
Streptomyces fumigatiscleroticus,1,,,,,,,
Streptomyces fungicidicus,1,,,,,,,
Streptomyces galbus,1,,,,,,,
Streptomyces gancidicus,1,,,,,,,
Streptomyces gardneri,1,,,,,,,
Streptomyces gelaticus,1,,,,,,,
Streptomyces glaucescens,1,,,,,,,
Streptomyces glaucosporus,1,,,,,,,
Streptomyces glaucus,1,,,,,,,
Streptomyces globisporus subsp. globisporus,1,,,,,,,
Streptomyces globosus,1,,,,,,,
Streptomyces glomeratus,1,,,,,,,
Streptomyces gobitricini,1,,,,,,,
Streptomyces goshikiensis,1,,,,,,,
Streptomyces graminearus,1,,,,,,,
Streptomyces griseoaurantiacus,1,,,,,,,
Streptomyces griseocarneus,1,,,,,,,
Streptomyces griseochromogenes,1,,,,,,,
Streptomyces griseoflavus,1,,,,,,,
Streptomyces griseoincarnatus,1,,,,,,,
Streptomyces griseoloalbus,1,,,,,,,
Streptomyces griseoluteus,1,,,,,,,
Streptomyces griseomycini,1,,,,,,,
Streptomyces griseoruber,1,,,,,,,
Streptomyces griseorubiginosus,1,,,,,,,
Streptomyces griseosporeus,1,,,,,,,
Streptomyces griseostramineus,1,,,,,,,
Streptomyces griseoviridis,1,,,,,,,
Streptomyces griseus,1,,,,,,,
Streptomyces halstedii,1,,,,,,,
Streptomyces hawaiiensis,1,,,,,,,
Streptomyces heliomycini,1,,,,,,,
Streptomyces helvaticus,1,,,,,,,
Streptomyces himastatinicus,1,,,,,,,
Streptomyces hiroshimensis,1,,,,,,,
Streptomyces hirsutus,1,,,,,,,
Streptomyces humidus,1,,,,,,,
Streptomyces hygroscopicus,1,,,,,,,
Streptomyces hygroscopicus subsp. hygroscopicus,1,,,,,,,
Streptomyces iakyrus,1,,,,,,,
Streptomyces indiaensis,1,,,,,,,
Streptomyces intermedius,1,,,,,,,
Streptomyces inusitatus,1,,,,,,,
Streptomyces ipomoeae,1,,,,,,,
Streptomyces janthinus,1,,,,,,,
Streptomyces kanamyceticus,1,,,,,,,
Streptomyces kaniharaensis,1,,,,,,,
Streptomyces kashimirensis,1,,,,,,,
Streptomyces katrae,1,,,,,,,
Streptomyces kunmingensis,1,,,,,,,
Streptomyces kurssanovii,1,,,,,,,
Streptomyces labedae,1,,,,,,,
Streptomyces lanatus,1,,,,,,,
Streptomyces lateritius,1,,,,,,,
Streptomyces laurentii,1,,,,,,,
Streptomyces lavendofoliae,1,,,,,,,
Streptomyces lavendulae,1,,,,,,,
Streptomyces lavendulae subsp. grasserius,1,,,,,,,
Streptomyces lavendulae subsp. lavendulae,1,,,,,,,
Streptomyces lavenduligriseus,1,,,,,,,
Streptomyces lavendulocolor,1,,,,,,,
Streptomyces levis,1,,,,,,,
Streptomyces libani,1,,,,,,,
Streptomyces libani subsp. libani,1,,,,,,,
Streptomyces lienomycini,1,,,,,,,
Streptomyces lilacinus,1,,,,,,,
Streptomyces lincolnensis,1,,,,,,,
Streptomyces litmocidini,1,,,,,,,
Streptomyces lividans,1,,,,,,,
Streptomyces lomondensis,1,,,,,,,
Streptomyces longisporoflavus,1,,,,,,,
Streptomyces longispororuber,1,,,,,,,
Streptomyces longisporus,1,,,,,,,
Streptomyces longwoodensis,1,,,,,,,
Streptomyces lucensis,1,,,,,,,
Streptomyces luridus,1,,,,,,,
Streptomyces lusitanus,1,,,,,,,
Streptomyces luteogriseus,1,,,,,,,
Streptomyces luteosporeus,1,,,,,,,
Streptomyces lydicus,1,,,,,,,
Streptomyces macrosporus,1,,,,,,,
Streptomyces malachitofuscus,1,,,,,,,
Streptomyces malachitospinus,1,,,,,,,
Streptomyces malaysiensis,1,,,,,,,
Streptomyces mashuensis,1,,,,,,,
Streptomyces massasporeus,1,,,,,,,
Streptomyces mauvecolor,1,,,,,,,
Streptomyces megasporus,1,,,,,,,
Streptomyces melanosporofaciens,1,,,,,,,
Streptomyces microflavus,1,,,,,,,
Streptomyces minutiscleroticus,1,,,,,,,
Streptomyces mirabilis,1,,,,,,,
Streptomyces misionensis,1,,,,,,,
Streptomyces mobaraensis,1,,,,,,,
Streptomyces monomycini,1,,,,,,,
Streptomyces morookaensis,1,,,,,,,
Streptomyces murinus,1,,,,,,,
Streptomyces murinus strain M1A1,1,,,,,,,
Streptomyces mutabilis,1,,,,,,,
Streptomyces mutomycini,1,,,,,,,
Streptomyces naganishii,1,,,,,,,
Streptomyces narbonensis,1,,,,,,,
Streptomyces nashvillensis,1,,,,,,,
Streptomyces netropsis,1,,,,,,,
Streptomyces neyagawaensis,1,,,,,,,
Streptomyces niger,1,,,,,,,
Streptomyces nigrescens,1,,,,,,,
Streptomyces nitrosporeus,1,,,,,,,
Streptomyces niveoruber,1,,,,,,,
