genome_type_enc,taxonomic_family_enc,is_dna,is_enveloped,is_segmented,is_vector_borne,is_zoonotic,infects_humans,host_breadth,rg_label
1,43,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,1.0,0
6,47,0,1,0,0,1,0,3.0,0
5,41,0,1,0,0,1,0,3.0,2
0,28,1,1,0,0,1,0,3.0,1
0,28,1,1,0,0,1,0,3.0,1
0,1,1,1,0,0,1,0,3.0,0
4,5,0,1,0,0,1,0,3.0,1
0,8,1,1,0,0,1,0,3.0,0
4,13,0,1,0,0,0,0,7.0,1
0,30,1,0,0,0,0,0,2.0,0
0,38,1,0,0,0,1,0,3.0,1
0,38,1,0,0,0,1,0,3.0,1
2,40,0,1,0,0,1,0,3.0,0
6,47,0,1,0,0,1,0,25.0,0
3,32,1,0,0,0,1,0,3.0,0
3,32,1,0,0,0,1,0,3.0,0
3,32,1,0,0,0,1,0,3.0,0
3,32,1,0,0,0,1,0,3.0,0
3,32,1,0,0,0,1,0,3.0,1
3,32,1,0,0,0,1,0,3.0,1
5,16,0,1,0,0,1,0,1.0,3
6,47,0,1,0,0,0,0,1.0,3
6,47,0,1,0,0,0,0,2.0,1
6,47,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,2
4,36,0,0,0,0,1,0,3.0,1
4,36,0,0,0,0,1,0,3.0,0
6,47,0,1,0,0,0,0,1.0,2
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,0,0,1.0,2
5,41,0,1,0,0,1,0,3.0,0
5,41,0,1,0,0,1,0,3.0,2
5,41,0,1,0,0,1,0,4.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
6,47,0,1,0,0,1,0,1.0,1
6,47,0,1,0,0,0,0,2.0,1
4,36,0,0,0,0,1,0,3.0,0
3,32,1,0,0,0,0,0,1.0,1
6,47,0,1,1,0,0,0,3.0,1
0,8,1,1,0,0,1,0,3.0,0
0,8,1,1,0,0,1,0,3.0,0
4,13,0,1,0,0,1,0,3.0,0
5,29,0,1,0,0,1,0,3.0,1
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,1
2,40,0,1,0,0,1,0,3.0,0
6,47,0,1,0,0,0,0,1.0,1
2,3,0,0,0,0,1,0,3.0,0
6,47,0,1,0,0,0,0,1.0,0
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,2
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,2
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,31,0,1,0,0,1,0,3.0,1
5,31,0,1,0,0,1,1,3.0,3
5,31,0,1,0,0,1,0,3.0,3
5,31,0,1,0,0,1,0,3.0,0
4,19,0,1,0,0,1,1,1.0,1
6,47,0,1,0,0,1,0,6.0,1
4,36,0,0,0,0,1,0,6.0,1
6,47,0,1,0,0,1,0,2.0,1
6,47,0,1,0,0,0,0,1.0,0
6,47,0,1,0,0,0,0,1.0,2
6,47,0,1,0,0,0,0,1.0,2
6,47,0,1,0,0,0,0,1.0,1
4,44,0,1,0,0,0,0,1.0,1
0,1,1,1,0,0,1,0,3.0,0
0,28,1,1,0,0,1,0,3.0,0
6,47,0,1,1,0,1,0,22.0,1
6,47,0,1,1,0,1,0,22.0,1
5,29,0,1,0,0,1,0,6.0,0
6,47,0,1,1,0,0,0,2.0,2
6,47,0,1,1,0,1,0,2.0,1
6,47,0,1,0,0,1,0,16.0,0
6,47,0,1,0,0,0,0,1.0,2
6,47,0,1,1,0,1,0,1.0,0
6,47,0,1,1,0,1,0,6.0,1
0,30,1,0,0,0,0,0,1.0,0
6,47,0,1,1,0,0,0,2.0,1
4,11,0,0,0,0,0,0,3.0,0
5,41,0,1,0,0,0,0,1.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,0,0,1.0,1
5,41,0,1,0,0,1,0,3.0,1
5,41,0,1,0,0,1,0,3.0,1
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,0
2,40,0,1,0,0,1,0,3.0,1
0,39,1,1,0,0,0,0,3.0,0
0,39,1,1,0,0,1,0,3.0,0
0,39,1,1,0,0,1,0,3.0,0
6,47,0,1,0,0,0,0,2.0,1
0,28,1,1,0,0,1,0,3.0,1
0,22,1,1,0,0,1,0,3.0,0
5,41,0,1,0,0,1,0,3.0,2
5,41,0,1,0,0,1,0,1.0,2
5,41,0,1,0,0,1,1,2.0,2
5,41,0,1,0,0,1,0,3.0,2
5,41,0,1,0,0,1,0,3.0,2
5,41,0,1,1,0,1,0,10.0,2
5,41,0,1,1,0,1,0,2.0,2
5,41,0,1,0,0,1,1,5.0,2
5,41,0,1,0,0,1,0,140.0,2
5,41,0,1,0,0,1,0,140.0,2
5,41,0,1,0,0,1,0,140.0,2
5,41,0,1,0,0,1,0,140.0,1
5,41,0,1,0,0,1,0,140.0,1
5,41,0,1,0,0,1,0,140.0,1
5,41,0,1,0,0,1,0,140.0,2
0,28,1,1,0,0,1,0,3.0,0
0,28,1,1,0,0,1,0,3.0,0
0,28,1,1,0,0,1,0,3.0,0
6,47,0,1,0,0,1,0,1.0,0
6,47,0,1,0,0,1,0,2.0,0
4,7,0,0,0,0,1,0,3.0,1
2,4,0,1,0,0,1,0,2.0,2
2,4,0,1,0,0,1,0,3.0,1
2,4,0,1,0,0,1,0,1.0,2
2,4,0,1,0,0,1,0,3.0,3
2,4,0,1,0,0,1,0,3.0,1
2,4,0,1,0,0,1,1,1.0,3
2,4,0,1,0,0,1,0,3.0,2
2,4,0,1,0,0,1,0,3.0,1
2,4,0,1,0,0,1,0,3.0,1
2,4,0,1,0,0,1,0,1.0,2
2,4,0,1,0,0,1,1,2.0,3
2,4,0,1,0,0,1,0,1.0,1
2,4,0,1,0,0,1,1,5.0,3
2,4,0,1,0,0,1,1,3.0,3
2,4,0,1,0,0,1,0,1.0,1
2,4,0,1,0,0,1,1,1.0,3
2,4,0,1,0,0,1,1,3.0,3
2,4,0,1,0,0,1,0,1.0,2
2,4,0,1,0,0,1,0,3.0,1
2,4,0,1,0,0,1,0,1.0,2
2,4,0,1,0,0,1,0,1.0,2
2,4,0,1,0,0,1,0,1.0,1
2,4,0,1,0,0,1,0,1.0,1
2,4,0,1,0,0,1,0,2.0,2
0,28,1,1,0,0,1,0,3.0,0
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,3.0,1
0,0,1,0,0,0,1,0,3.0,1
0,0,1,0,0,0,1,0,5.0,1
0,0,1,0,0,0,1,0,5.0,1
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,2.0,0
0,0,1,0,0,0,1,0,2.0,0
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,3.0,1
0,0,1,0,0,0,1,0,3.0,0
0,0,1,0,0,0,1,0,2.0,0
0,0,1,0,0,0,1,0,5.0,1
0,0,1,0,0,0,1,0,2.0,1
0,0,1,0,0,0,1,0,2.0,1
0,22,1,1,0,0,1,0,3.0,0
6,47,0,1,0,0,0,0,1.0,0
5,31,0,1,0,0,1,0,3.0,0
5,31,0,1,0,0,1,0,3.0,1
5,31,0,1,0,0,1,0,3.0,1
5,31,0,1,0,0,1,0,3.0,0
5,31,0,1,0,0,1,0,3.0,0
5,31,0,1,0,0,1,0,3.0,0
5,31,0,1,0,0,1,0,1.0,0
