organism,risk_group,notes,source_url,query_term
malayi,2,"syn. Wuchereria malayi | Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,brugia
pahangi,2,"Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,brugia
spp,2,Filaria worms | AHH,https://my.absa.org/RiskGroups,brugia
timori,2,,https://my.absa.org/RiskGroups,brugia
Aino virus,3,,https://my.absa.org/RiskGroups,bunyaviridae
Akabane virus,3,t3,https://my.absa.org/RiskGroups,bunyaviridae
Belgrade (see Dobrava),3,Hantavirus spp. | also known as Dobrava | PHV,https://my.absa.org/RiskGroups,bunyaviridae
Bhanja,3,PHV,https://my.absa.org/RiskGroups,bunyaviridae
Bruconha virus,3,see previous edition,https://my.absa.org/RiskGroups,bunyaviridae
Bunya viruses (Bunyaviridae),3,"other known to be pathogenic, unless listed",https://my.absa.org/RiskGroups,bunyaviridae
Bunyamwera virus,2,PHV,https://my.absa.org/RiskGroups,bunyaviridae
Bunyavirus,3,,https://my.absa.org/RiskGroups,bunyaviridae
Cache Valley virus,2,RG 3 in animals,https://my.absa.org/RiskGroups,bunyaviridae
California encephalitis virus,3,PHV,https://my.absa.org/RiskGroups,bunyaviridae
Crimean-Congo haemorrhagic fever,4,PHV,https://my.absa.org/RiskGroups,bunyaviridae
Dobrava/Belgrade virus (DOBV),3,Hantavirus spp. | PHV,https://my.absa.org/RiskGroups,bunyaviridae
Germiston,3,RG 2 in animals,https://my.absa.org/RiskGroups,bunyaviridae
Hanta virus,3,"Hantavirus spp. | other, unless listed; Seoul and Hantaan RG 3 | PHV; Prospect Hill virus and Thottapalayam virus are 2 | Prospect Hill and Puumala (2)",https://my.absa.org/RiskGroups,bunyaviridae
Hantaan (Korean haemorrhagic fever),3,A (and related viruses) Animal inoculation to be performed under PC4 containment | Hantavirus spp. | PHV,https://my.absa.org/RiskGroups,bunyaviridae
Hazara virus,4,PHV,https://my.absa.org/RiskGroups,bunyaviridae
Kairi virus,3,,https://my.absa.org/RiskGroups,bunyaviridae
Nairobi Sheep Disease,3,PHV | Ganjam virus,https://my.absa.org/RiskGroups,bunyaviridae
Oropouche virus,3,PHV,https://my.absa.org/RiskGroups,bunyaviridae
Other bunyaviridae known to be pathogenic,2,,https://my.absa.org/RiskGroups,bunyaviridae
other hantaviruses,3,Animal inoculations to be performed under PC4 containment | Hantavirus spp.,https://my.absa.org/RiskGroups,bunyaviridae
Prospect Hill virus,2,,https://my.absa.org/RiskGroups,bunyaviridae
Puumala virus,3,Hantavirus spp.,https://my.absa.org/RiskGroups,bunyaviridae
"Rift Valley Fever, (Zinga virus)",3,"Except vaccine strain MP-12 (RG2) | V | EPD, PHV",https://my.absa.org/RiskGroups,bunyaviridae
Sandfly fever virus,2,PH,https://my.absa.org/RiskGroups,bunyaviridae
Seoul virus,3,Hantavirus spp. | PHV,https://my.absa.org/RiskGroups,bunyaviridae
Sin Nombre virus (former Muerto Canyon),3,Hantavirus spp. | PHV,https://my.absa.org/RiskGroups,bunyaviridae
Tensaw virus,2,,https://my.absa.org/RiskGroups,bunyaviridae
Toscana virus,2,PH,https://my.absa.org/RiskGroups,bunyaviridae
Turuna virus,2,,https://my.absa.org/RiskGroups,bunyaviridae
Uukuniemi virus,2,PH,https://my.absa.org/RiskGroups,bunyaviridae
Zinga (See Rift Valley Fever),3,V,https://my.absa.org/RiskGroups,bunyaviridae
caryophylli,2,PP QUA,https://my.absa.org/RiskGroups,burkholderia
cepacia,2,"TA, ht, p | PP TA",https://my.absa.org/RiskGroups,burkholderia
cocovenenans,2,,https://my.absa.org/RiskGroups,burkholderia
mallei,3,"Pseudomonas mallei | Biosafety level 3 practices and containment for activities utilizing infectious body fluids, tissues and cultures; Agriculture Canada may impose additional requirements or restrictions on the use of this agent. | Z",https://my.absa.org/RiskGroups,burkholderia
multivorans,2,,https://my.absa.org/RiskGroups,burkholderia
pseudomallei,3,Pseudomonas pseudomallei | b f | Biosafety level 3 practices and containment for activities utilizing infectious body fluids and tissues; also for activities with a high potential for aerosol or droplet production or the production of large quantities of infectious materials; Agriculture Canada may impose additional requirements or restrictions on the use of this agent. | ht,https://my.absa.org/RiskGroups,burkholderia
spp.,2,except B. mallei & B. Pseudomallei,https://my.absa.org/RiskGroups,burkholderia
vietnamiensis,2,,https://my.absa.org/RiskGroups,burkholderia
cepacia,2,"PP, TA (Burkholderia cepacia)",https://my.absa.org/RiskGroups,burkholderia
solanacearum,2,"p2 | PP; QUA; old name: Burkholderia solanacearum,  Pseudomonas solanacearum",https://my.absa.org/RiskGroups,burkholderia
Bovine enteric calicivirus,2,t2 | PM,https://my.absa.org/RiskGroups,caliciviridae
Calicivirus,2,,https://my.absa.org/RiskGroups,caliciviridae
Calicivirus,2,Hepatitis E RG 3 (**),https://my.absa.org/RiskGroups,caliciviridae
Canine calicivirus,2,t2 | PM,https://my.absa.org/RiskGroups,caliciviridae
Feline calicivirus,2,Other caliciviridae | t2 | PM,https://my.absa.org/RiskGroups,caliciviridae
Hepatitis E virus,3,May be dangerous for pregnant women | * | (**) | ** PH,https://my.absa.org/RiskGroups,caliciviridae
Norovirus (former Norwalk virus),2,Norwalk Virus | PH,https://my.absa.org/RiskGroups,caliciviridae
Porcine enteric calicivirus,2,t2 | PM,https://my.absa.org/RiskGroups,caliciviridae
Rabbit haemorrhagic disease,3,NULL; see previous edition | t2 | PM,https://my.absa.org/RiskGroups,caliciviridae
San Miguel sealion virus,3,t3 | PM,https://my.absa.org/RiskGroups,caliciviridae
Sapovirus (former Sapporo virus),2,(like viruses),https://my.absa.org/RiskGroups,caliciviridae
Vesicular exanthema of swine virus,3,t3 | PM,https://my.absa.org/RiskGroups,caliciviridae
granulomatis,2,,https://my.absa.org/RiskGroups,calymmatobacterium
coli,2,Z,https://my.absa.org/RiskGroups,campylobacter
concisus,2,,https://my.absa.org/RiskGroups,campylobacter
curvus,2,,https://my.absa.org/RiskGroups,campylobacter
fetus,2,"(subsp. fetus, veneralis)",https://my.absa.org/RiskGroups,campylobacter
gracilis,2,,https://my.absa.org/RiskGroups,campylobacter
hyointestinalis,2,,https://my.absa.org/RiskGroups,campylobacter
jejuni,2,"(subsp.doylei, jejuni)",https://my.absa.org/RiskGroups,campylobacter
lari,2,Z,https://my.absa.org/RiskGroups,campylobacter
mucosalis,2,t | PV,https://my.absa.org/RiskGroups,campylobacter
rectus,2,Z,https://my.absa.org/RiskGroups,campylobacter
sputorum,2,,https://my.absa.org/RiskGroups,campylobacter
upsaliensis,2,Z,https://my.absa.org/RiskGroups,campylobacter
cinaedi,2,ht | PV; old name Campylobacter cinaedi,https://my.absa.org/RiskGroups,campylobacter
fennelliae,2,PV; old name Campylobacter fennelliae,https://my.absa.org/RiskGroups,campylobacter
mustelae,2,"t | PV; old name Campylobacter mustelae, Campylobacter pylori subsp. mustelae",https://my.absa.org/RiskGroups,campylobacter
pylori,2,old name Campylobacter pylori; Campylobacter pylori subsp. pylori),https://my.absa.org/RiskGroups,campylobacter
albicans,2,"(mitosporic Saccharomycetales); both human and animal risk group 2 pathogen | A | A, t | h, v C. claussenii, C. langeroni, C. stellatoidea, Monilia albicans, obsolute synonym",https://my.absa.org/RiskGroups,candida
glabrata,2,"human and animal pathogen risk group 2 ;(Torulopsis glabrata) (mitosporic Saccharomycetales) | h,v",https://my.absa.org/RiskGroups,candida
parapsilosis,2,"h,v",https://my.absa.org/RiskGroups,candida
tropicalis,2,"h,v,TA",https://my.absa.org/RiskGroups,candida
hepatica,3,Z,https://my.absa.org/RiskGroups,capillaria
philippinensis,2,Z | AHH,https://my.absa.org/RiskGroups,capillaria
canimorsus,2,ht,https://my.absa.org/RiskGroups,capnocytophaga
cynodegmi,2,ht,https://my.absa.org/RiskGroups,capnocytophaga
gingivalis,2,,https://my.absa.org/RiskGroups,capnocytophaga
granulosa,3,TMP,https://my.absa.org/RiskGroups,capnocytophaga
haemolytica,2,TMP,https://my.absa.org/RiskGroups,capnocytophaga
ochracea,2,,https://my.absa.org/RiskGroups,capnocytophaga
sputigena,2,,https://my.absa.org/RiskGroups,capnocytophaga
piscicola,1,,https://my.absa.org/RiskGroups,carnobacterium
morbi,2,,https://my.absa.org/RiskGroups,catonella
davisae,2,,https://my.absa.org/RiskGroups,cedecea
lapagei,2,,https://my.absa.org/RiskGroups,cedecea
neteri,2,,https://my.absa.org/RiskGroups,cedecea
hominis,2,+,https://my.absa.org/RiskGroups,cellulomonas
periodontii,2,,https://my.absa.org/RiskGroups,centipeda
ulmi,3,based on previous edition | plant only | p,https://my.absa.org/RiskGroups,ceratocystis
stenoceras,2,"h; Ceratocystis stenoceras, obsolete synonym",https://my.absa.org/RiskGroups,ceratocystis
muridarum,2,t,https://my.absa.org/RiskGroups,chlamydia
pecorum,2,t | PV,https://my.absa.org/RiskGroups,chlamydia
pneumoniae,2,ht,https://my.absa.org/RiskGroups,chlamydia
psittaci,3,other strains | Z | (some strains are less virulent (strains of non-avian origin) and may be handled in the same way as organisms of group 2) | (non-avain strains),https://my.absa.org/RiskGroups,chlamydia
psittaci (avian strains),3,Z,https://my.absa.org/RiskGroups,chlamydia
suis,2,t,https://my.absa.org/RiskGroups,chlamydia
trachomatis,2,,https://my.absa.org/RiskGroups,chlamydia
pecorum,2,see chlamydia spp,https://my.absa.org/RiskGroups,chlamydia
pneumoniae,2,see chlamydia spp | see chlamydia pneumoniae,https://my.absa.org/RiskGroups,chlamydia
psittaci,3,"see chlamydia psittaci | avian strains, non-avian are RG 2 | see chlamydia psittaci (avian), non avian are RG 2 | Z | avian (non-avian RG 2)",https://my.absa.org/RiskGroups,chlamydia
burnetii,3,"Except the Phase II, Nine Mile strain listed in Appendix B-II-A, Risk Group 2 (RG2) - Bacterial Agents Including Chlamydia | Australia (cultures, animal work and concentrates) (Special precautions: V, P); | Z",https://my.absa.org/RiskGroups,chlamydia
tularensis (Type A),3,"Except those strains listed in Appendix B-II-A, Risk Group 2 (RG2) - Bacterial Agents Including Chlamydia | Z, (subsp. holarctica, mediasiatica) | Except for attenduated strains UTAH 112, live vaccine strain and B38 | (subsp. Holarctica, mediasiatica, tularensis)",https://my.absa.org/RiskGroups,chlamydia
abortus,2,,https://my.absa.org/RiskGroups,chlamydophila
caviae,2,,https://my.absa.org/RiskGroups,chlamydophila
felis,2,,https://my.absa.org/RiskGroups,chlamydophila
violaceum,2,ht,https://my.absa.org/RiskGroups,chromobacterium
gleum,2,,https://my.absa.org/RiskGroups,chryseobacterium
indologenes,2,formerly flavobacterium | ht,https://my.absa.org/RiskGroups,chryseobacterium
indoltheticum,1,,https://my.absa.org/RiskGroups,chryseobacterium
meningosepticum,2,Elizabethkingia meningoseptica | see flavobacterium meningosepticum,https://my.absa.org/RiskGroups,chryseobacterium
scophthalmum,2,formerly flavobacterium | t | PV,https://my.absa.org/RiskGroups,chryseobacterium
meningosepticum,2,(Chryseobacterium meningosepticum) | Elizabethkingia meningoseptica,https://my.absa.org/RiskGroups,chryseobacterium
Chicken anaemia virus,2,t2 | PM,https://my.absa.org/RiskGroups,circoviridae
Porcine circovirus,2,t2 | PM,https://my.absa.org/RiskGroups,circoviridae
amalonaticus,2,,https://my.absa.org/RiskGroups,citrobacter
braakii,2,,https://my.absa.org/RiskGroups,citrobacter
farmeri,2,,https://my.absa.org/RiskGroups,citrobacter
freundii,2,,https://my.absa.org/RiskGroups,citrobacter
koseri,2,,https://my.absa.org/RiskGroups,citrobacter
rodentium,2,t | PV,https://my.absa.org/RiskGroups,citrobacter
sedlakii,2,,https://my.absa.org/RiskGroups,citrobacter
werkmanii,2,,https://my.absa.org/RiskGroups,citrobacter
youngae,2,,https://my.absa.org/RiskGroups,citrobacter
arxii,3,for spp | X,https://my.absa.org/RiskGroups,cladophialophora
bantiana,3,"for spp | RG 2 in animals | Formerly Filobasidiella neofonnans var. neoformans | t | h,v",https://my.absa.org/RiskGroups,cladophialophora
carrionii,2,"for spp | h,v",https://my.absa.org/RiskGroups,cladophialophora
bantianum,3,"RG 2 in animals, Cladophialophora bantiana | See Cladophialophora bantiana | (obsolete) Cladophialophora bantiana | (formerly Xylohypha bantiana)",https://my.absa.org/RiskGroups,cladophialophora
carrionii,2,Cladophialophora carrionii | (obsolete) Cladophialophora carrionii,https://my.absa.org/RiskGroups,cladophialophora
trichoides,3,"Cladosporium (Xylohypha) trichoides | Cladophialophora bantiana | (obsolete) synonym of Cladophialaphora bantiana, Xylohypha bantiana, Xylohypha trichoides",https://my.absa.org/RiskGroups,cladophialophora
bantiana,3,see Chladophialophora bantiana | (obsolete) Cladophialophora bantiana | see Cladophilophora bantiana,https://my.absa.org/RiskGroups,cladophialophora
michiganensis,2,"PP, QUA (including: subsp. insidiosus, michiganensis, sepedonicus); (subsp. Nebraskensis, tessellarius are RG 1, PP)",https://my.absa.org/RiskGroups,clavibacter
sinensis,2,"Z | AAH, AHH, ZOP | Opisthorchis sinensis",https://my.absa.org/RiskGroups,clonorchis
viverrini,2,"See also: Opisthorchis viverrini | AAH, AHH, ZOP | Opisthorchis viverrini",https://my.absa.org/RiskGroups,clonorchis
sinensis,2,(Clonorchis sinensis),https://my.absa.org/RiskGroups,clonorchis
viverrini,2,Opisthorchis spp. | Z | AAH ZOP | (Clonorchis viverrini),https://my.absa.org/RiskGroups,clonorchis
absonum,2,,https://my.absa.org/RiskGroups,clostridium
argentinense,2,,https://my.absa.org/RiskGroups,clostridium
baratii,2,Z,https://my.absa.org/RiskGroups,clostridium
bifermentans,2,,https://my.absa.org/RiskGroups,clostridium
botulinum,3,"T | T, Z",https://my.absa.org/RiskGroups,clostridium
cadaveris,2,,https://my.absa.org/RiskGroups,clostridium
carnis,2,,https://my.absa.org/RiskGroups,clostridium
chauvoei,2,see previous edition | ht | PV,https://my.absa.org/RiskGroups,clostridium
clostridioforme,2,,https://my.absa.org/RiskGroups,clostridium
colinum,2,t | PV,https://my.absa.org/RiskGroups,clostridium
difficile,2,see previous edition,https://my.absa.org/RiskGroups,clostridium
equi,2,see previous edition,https://my.absa.org/RiskGroups,clostridium
frigidicarnis,2,,https://my.absa.org/RiskGroups,clostridium
ghonii,2,,https://my.absa.org/RiskGroups,clostridium
glycolicum,2,,https://my.absa.org/RiskGroups,clostridium
grantii,1,,https://my.absa.org/RiskGroups,clostridium
haemolyticum,2,see previous edition | ht,https://my.absa.org/RiskGroups,clostridium
hastiforme,2,,https://my.absa.org/RiskGroups,clostridium
histolyticum,2,see previous edition,https://my.absa.org/RiskGroups,clostridium
indolis,2,,https://my.absa.org/RiskGroups,clostridium
innocuum,2,,https://my.absa.org/RiskGroups,clostridium
kluyveri,2,,https://my.absa.org/RiskGroups,clostridium
limosum,2,,https://my.absa.org/RiskGroups,clostridium
malenominatum,2,,https://my.absa.org/RiskGroups,clostridium
novyi,2,see previous edition | ht,https://my.absa.org/RiskGroups,clostridium
oroticum,2,,https://my.absa.org/RiskGroups,clostridium
paraputrificum,2,,https://my.absa.org/RiskGroups,clostridium
perfringens,2,"This risk group applies to the species as a whole, and may not apply to every strain. | ht, T",https://my.absa.org/RiskGroups,clostridium
piliforme,2,t | PV,https://my.absa.org/RiskGroups,clostridium
putrificum,2,,https://my.absa.org/RiskGroups,clostridium
ramosum,2,,https://my.absa.org/RiskGroups,clostridium
septicum,2,see previous edition,https://my.absa.org/RiskGroups,clostridium
sordellii,2,see previous edition,https://my.absa.org/RiskGroups,clostridium
sphenoides,2,,https://my.absa.org/RiskGroups,clostridium
sporogenes,2,,https://my.absa.org/RiskGroups,clostridium
